scenario,map_name,target_mode,method,agents,seed,solved,soc,sum_shortest_distances,normalized_cost,initial_solution_cost,first_solution_cost,effective_initial_cost,improvement_pct,wall_time_s
fig3_warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2,random,dbs_hungarian,400,3,1,1246,1225,1.0171428571428571,1264,,1264.0,1.4240506329113924,11.3971426486969
fig3_warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2,random,lacam_focal_h,600,1,1,1889,1832,1.0311135371179039,,1891,1891.0,0.10576414595452142,9.655923128128052
fig3_warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2,random,dbs_hungarian,400,1,1,1234,1220,1.0114754098360657,1256,,1256.0,1.7515923566878981,11.513322353363037
fig3_warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2,random,dbs_hungarian,400,4,1,1225,1217,1.0065735414954806,1240,,1240.0,1.2096774193548387,11.527821779251099
fig3_warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2,random,dbs_hungarian,400,12,1,1232,1221,1.009009009009009,1233,,1233.0,0.08110300081103,11.236340284347534
fig3_warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2,random,dbs_hungarian,400,6,1,1232,1221,1.009009009009009,1243,,1243.0,0.8849557522123894,11.39356517791748
fig3_warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2,random,lacam_focal_h,600,3,1,1903,1834,1.0376226826608506,,1902,1902.0,-0.052576235541535225,9.641400814056396
fig3_warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2,random,lacam_focal_h,400,24,1,1233,1217,1.0131470829909615,,1233,1233.0,0.0,9.593838691711426
fig3_warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2,random,lacam_focal_h,400,22,1,1239,1222,1.013911620294599,,1239,1239.0,0.0,10.012084007263184
fig3_warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2,random,lacam_focal_h,600,7,1,1868,1837,1.0168753402286337,,1869,1869.0,0.05350454788657036,9.552826166152954
fig3_warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2,random,dbs_hungarian,400,2,1,1238,1221,1.013923013923014,1240,,1240.0,0.16129032258064516,11.711101055145264
fig3_warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2,random,lacam_focal_h,600,2,1,1883,1828,1.0300875273522976,,1883,1883.0,0.0,9.681922197341919
fig3_warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2,random,lacam_focal_h,600,5,1,1859,1832,1.0147379912663756,,1859,1859.0,0.0,9.59785532951355
fig3_warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2,random,lacam_focal_h,600,6,1,1865,1833,1.0174577195853791,,1867,1867.0,0.10712372790573112,9.684161186218262
fig3_warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2,random,dbs_hungarian,400,11,1,1232,1224,1.0065359477124183,1239,,1239.0,0.5649717514124294,11.579898118972778
fig3_warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2,random,lacam_focal_h,600,11,1,1887,1832,1.0300218340611353,,1889,1889.0,0.10587612493382742,9.466866493225098
fig3_warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2,random,lacam_focal_h,400,11,1,1240,1224,1.0130718954248366,,1240,1240.0,0.0,9.360750913619995
fig3_warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2,random,lacam_focal_h,600,8,1,1863,1826,1.02026286966046,,1867,1867.0,0.21424745581146223,9.41978144645691
fig3_warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2,random,lacam_focal_h,600,9,1,1880,1821,1.0323997803404723,,1880,1880.0,0.0,9.424602270126343
fig3_warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2,random,lacam_focal_h,600,4,1,1874,1827,1.0257252326217843,,1875,1875.0,0.05333333333333334,9.573850870132446
fig3_warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2,random,dbs_hungarian,400,14,1,1240,1221,1.0155610155610155,1257,,1257.0,1.3524264120922833,11.345171928405762
fig3_warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2,random,dbs_hungarian,400,5,1,1225,1217,1.0065735414954806,1231,,1231.0,0.487408610885459,11.951883316040039
fig3_warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2,random,lacam_focal_h,600,10,1,1899,1842,1.0309446254071661,,1901,1901.0,0.10520778537611783,9.568991661071777
fig3_warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2,random,lacam_focal_h,600,15,1,1880,1828,1.0284463894967177,,1880,1880.0,0.0,9.428775787353516
fig3_warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2,random,dbs_hungarian,400,26,1,1224,1217,1.0057518488085455,1235,,1235.0,0.8906882591093117,11.300169944763184
fig3_warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2,random,dbs_hungarian,400,22,1,1229,1222,1.0057283142389526,1253,,1253.0,1.9154030327214684,11.474595308303833
fig3_warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2,random,dbs_hungarian,400,20,1,1238,1226,1.0097879282218598,1256,,1256.0,1.4331210191082802,11.531243562698364
fig3_warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2,random,dbs_hungarian,400,24,1,1221,1217,1.0032867707477404,1223,,1223.0,0.1635322976287817,11.449978351593018
fig3_warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2,random,dbs_hungarian,400,7,1,1229,1224,1.0040849673202614,1236,,1236.0,0.5663430420711975,12.049497127532959
fig3_warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2,random,dbs_hungarian,400,19,1,1230,1216,1.011513157894737,1244,,1244.0,1.1254019292604502,11.569175720214844
fig3_warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2,random,dbs_hungarian,400,25,1,1229,1212,1.0140264026402641,1255,,1255.0,2.0717131474103585,11.461748838424683
fig3_warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2,random,dbs_hungarian,400,10,1,1249,1230,1.0154471544715447,1269,,1269.0,1.5760441292356187,12.20622181892395
fig3_warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2,random,lacam_focal_h,600,14,1,1876,1830,1.025136612021858,,1876,1876.0,0.0,9.824620008468628
fig3_warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2,random,dbs_hungarian,400,30,1,1240,1225,1.0122448979591836,1251,,1251.0,0.8792965627498002,11.392026901245117
fig3_warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2,random,lacam_focal_h,400,21,1,1250,1224,1.0212418300653594,,1250,1250.0,0.0,9.816912412643433
fig3_warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2,random,dbs_hungarian,400,28,1,1240,1230,1.008130081300813,1241,,1241.0,0.08058017727639001,11.600983142852783
fig3_warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2,random,dbs_hungarian,400,29,1,1240,1227,1.0105949470252649,1257,,1257.0,1.3524264120922833,11.539911031723022
fig3_warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2,random,lacam_focal_h,600,18,1,1903,1837,1.035928143712575,,1905,1905.0,0.10498687664041995,9.363912105560303
fig3_warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2,random,dbs_hungarian,400,27,1,1244,1230,1.0113821138211383,1253,,1253.0,0.7182761372705507,11.802879571914673
fig3_warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2,random,dbs_hungarian,400,23,1,1225,1211,1.0115606936416186,1236,,1236.0,0.889967637540453,11.808387994766235
fig3_warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2,random,lacam_focal_h,600,16,1,1921,1829,1.050300710770913,,1922,1922.0,0.05202913631633715,10.064450025558472
fig3_warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2,random,lacam_focal_h,600,13,1,1884,1835,1.0267029972752044,,1888,1888.0,0.211864406779661,9.985549211502075
fig3_warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2,random,dbs_hungarian,400,8,1,1235,1220,1.0122950819672132,1251,,1251.0,1.2789768185451638,12.562135457992554
fig3_warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2,random,lacam_focal_h,600,12,1,1877,1827,1.0273672687465791,,1877,1877.0,0.0,9.463247060775757
fig3_warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2,random,dbs_hungarian,400,15,1,1247,1226,1.0171288743882545,1256,,1256.0,0.7165605095541401,12.433472156524658
fig3_warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2,random,dbs_hungarian,400,9,1,1228,1213,1.012366034624897,1250,,1250.0,1.76,12.746284246444702
fig3_warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2,random,dbs_hungarian,600,2,1,1873,1828,1.024617067833698,1893,,1893.0,1.0565240359218173,11.913713455200195
fig3_warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2,random,lacam_focal_h,600,17,1,1868,1827,1.0224411603721948,,1867,1867.0,-0.05356186395286556,10.04146671295166
fig3_warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2,random,dbs_hungarian,400,13,1,1230,1223,1.0057236304170074,1238,,1238.0,0.6462035541195477,12.625794649124146
fig3_warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2,random,dbs_hungarian,600,1,1,1891,1832,1.0322052401746724,1905,,1905.0,0.7349081364829396,11.897518157958984
fig3_warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2,random,dbs_hungarian,400,21,1,1243,1224,1.0155228758169934,1254,,1254.0,0.8771929824561403,12.448006391525269
fig3_warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2,random,dbs_hungarian,600,4,1,1873,1827,1.0251778872468527,1885,,1885.0,0.636604774535809,11.736037015914917
fig3_warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2,random,dbs_hungarian,600,5,1,1868,1832,1.019650655021834,1876,,1876.0,0.42643923240938164,11.731696128845215
fig3_warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2,random,dbs_hungarian,400,17,1,1234,1219,1.0123051681706317,1241,,1241.0,0.5640612409347301,12.604965925216675
fig3_warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2,random,dbs_hungarian,400,18,1,1238,1224,1.011437908496732,1246,,1246.0,0.6420545746388443,12.792641639709473
fig3_warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2,random,lacam_focal_h,600,19,1,1875,1828,1.025711159737418,,1877,1877.0,0.10655301012253596,9.525557041168213
fig3_warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2,random,dbs_hungarian,600,7,1,1865,1837,1.015242242787153,1886,,1886.0,1.1134676564156947,11.808555603027344
fig3_warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2,random,dbs_hungarian,600,16,1,1876,1829,1.025697102241662,1896,,1896.0,1.0548523206751055,11.515601634979248
fig3_warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2,random,dbs_hungarian,600,6,1,1858,1833,1.0136388434260775,1881,,1881.0,1.2227538543328016,12.126940250396729
fig3_warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2,random,dbs_hungarian,600,9,1,1897,1821,1.041735310269083,1908,,1908.0,0.5765199161425576,12.135923147201538
fig3_warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2,random,dbs_hungarian,600,12,1,1857,1827,1.0164203612479474,1867,,1867.0,0.5356186395286556,12.2505943775177
fig3_warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2,random,dbs_hungarian,600,11,1,1865,1832,1.0180131004366813,1889,,1889.0,1.270513499205929,12.116093635559082
fig3_warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2,random,dbs_hungarian,600,19,1,1863,1828,1.0191466083150984,1878,,1878.0,0.7987220447284346,11.6670081615448
fig3_warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2,random,lacam_focal_h,600,20,1,1897,1839,1.0315388798259923,,1897,1897.0,0.0,9.462266683578491
fig3_warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2,random,dbs_hungarian,600,8,1,1854,1826,1.0153340635268346,1875,,1875.0,1.12,13.06747579574585
fig3_warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2,random,dbs_hungarian,600,17,1,1883,1827,1.0306513409961686,1887,,1887.0,0.21197668256491786,12.614667415618896
fig3_warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2,random,dbs_hungarian,400,16,1,1229,1220,1.0073770491803278,1238,,1238.0,0.7269789983844911,14.229218006134033
fig3_warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2,random,dbs_hungarian,600,14,1,1867,1830,1.0202185792349727,1892,,1892.0,1.3213530655391121,13.710803508758545
fig3_warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2,random,dbs_hungarian,600,18,1,1877,1837,1.0217746325530757,1886,,1886.0,0.47720042417815484,14.427002429962158
fig3_warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2,random,lacam_focal_h,600,22,1,1873,1839,1.0184883088635128,,1873,1873.0,0.0,9.658615827560425
fig3_warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2,random,lacam_focal_h,600,21,1,1908,1841,1.0363932645301466,,1908,1908.0,0.0,10.010331153869629
fig3_warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2,random,lacam_focal_h,600,24,1,1876,1834,1.0229007633587786,,1874,1874.0,-0.10672358591248667,10.17777943611145
fig3_warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2,random,lacam_focal_h,600,26,1,1899,1825,1.0405479452054796,,1901,1901.0,0.10520778537611783,9.581849336624146
fig3_warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2,random,lacam_focal_h,600,23,1,1862,1818,1.0242024202420241,,1866,1866.0,0.21436227224008575,10.620155811309814
fig3_warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2,random,lacam_focal_h,600,30,1,1890,1834,1.0305343511450382,,1892,1892.0,0.10570824524312897,9.355322122573853
fig3_warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2,random,lacam_focal_h,600,28,1,1866,1842,1.013029315960912,,1866,1866.0,0.0,9.629827737808228
fig3_warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2,random,lacam_focal_h,600,29,1,1875,1840,1.0190217391304348,,1884,1884.0,0.47770700636942676,9.604161739349365
fig3_warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2,random,lacam_focal_h,800,2,1,2525,2439,1.035260352603526,,2525,2525.0,0.0,9.605725765228271
fig3_warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2,random,lacam_focal_h,800,1,1,2528,2442,1.0352170352170351,,2533,2533.0,0.1973943939992104,9.722693920135498
fig3_warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2,random,lacam_focal_h,800,5,1,2512,2442,1.0286650286650287,,2514,2514.0,0.07955449482895784,9.689324855804443
fig3_warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2,random,lacam_focal_h,800,9,1,2520,2432,1.0361842105263157,,2520,2520.0,0.0,9.518146753311157
fig3_warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2,random,lacam_focal_h,600,25,1,1877,1826,1.0279299014238774,,1876,1876.0,-0.053304904051172705,10.146689653396606
fig3_warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2,random,lacam_focal_h,800,7,1,2546,2440,1.0434426229508196,,2545,2545.0,-0.03929273084479371,9.876408815383911
fig3_warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2,random,lacam_focal_h,600,27,1,1887,1843,1.0238741182854043,,1890,1890.0,0.15873015873015872,9.917521476745605
fig3_warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2,random,lacam_focal_h,800,8,1,2524,2434,1.0369761709120788,,2526,2526.0,0.0791765637371338,9.599123239517212
fig3_warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2,random,lacam_focal_h,800,11,1,2529,2439,1.03690036900369,,2527,2527.0,-0.07914523149980214,9.806984901428223
fig3_warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2,random,lacam_focal_h,800,3,1,2526,2448,1.0318627450980393,,2527,2527.0,0.03957261574990107,10.055018186569214
fig3_warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2,random,lacam_focal_h,800,12,1,2501,2436,1.0266830870279147,,2501,2501.0,0.0,9.594257354736328
fig3_warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2,random,lacam_focal_h,800,4,1,2531,2435,1.0394250513347023,,2531,2531.0,0.0,9.832460403442383
fig3_warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2,random,lacam_focal_h,800,13,1,2551,2446,1.0429272281275552,,2551,2551.0,0.0,9.786941051483154
fig3_warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2,random,lacam_focal_h,800,10,1,2548,2456,1.0374592833876222,,2549,2549.0,0.03923107100823853,9.968390226364136
fig3_warehouse-10-20-10-2-2_hotspot,warehouse-10-20-10-2-2,hotspot,lacam_focal_h,200,2,1,26221,16167,1.6218840848642295,,17630,17630.0,-48.72943845717527,9.376076698303223
fig3_warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2,random,dbs_hungarian,600,13,1,1878,1835,1.023433242506812,1899,,1899.0,1.1058451816745656,20.56499433517456
fig3_warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2,random,dbs_hungarian,600,24,1,1862,1834,1.015267175572519,1869,,1869.0,0.37453183520599254,12.88659381866455
fig3_warehouse-10-20-10-2-2_hotspot,warehouse-10-20-10-2-2,hotspot,lacam_focal_h,200,1,1,21127,13406,1.5759361479934357,,14880,14880.0,-41.98252688172043,9.558145523071289
fig3_warehouse-10-20-10-2-2_hotspot,warehouse-10-20-10-2-2,hotspot,lacam_focal_h,200,3,1,21944,13766,1.594072352172018,,14873,14873.0,-47.542526726282524,9.357109069824219
fig3_warehouse-10-20-10-2-2_hotspot,warehouse-10-20-10-2-2,hotspot,lacam_focal_h,200,4,1,22975,15419,1.4900447499837863,,16256,16256.0,-41.33243110236221,9.41709017753601
fig3_warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2,random,lacam_focal_h,800,6,1,2551,2443,1.0442079410560785,,2556,2556.0,0.19561815336463223,9.995473861694336
fig3_warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2,random,dbs_hungarian,600,27,1,1888,1843,1.0244167118827998,1905,,1905.0,0.8923884514435696,12.367644548416138
fig3_warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2,random,lacam_focal_h,800,16,1,2546,2437,1.0447271235125153,,2550,2550.0,0.1568627450980392,9.989155769348145
fig3_warehouse-10-20-10-2-2_hotspot,warehouse-10-20-10-2-2,hotspot,lacam_focal_h,200,7,1,17229,11572,1.4888524023505012,,12461,12461.0,-38.26338175106332,9.35333776473999
fig3_warehouse-10-20-10-2-2_hotspot,warehouse-10-20-10-2-2,hotspot,lacam_focal_h,200,6,1,19858,12515,1.5867359168997204,,13577,13577.0,-46.26206083818222,9.40537166595459
fig3_warehouse-10-20-10-2-2_hotspot,warehouse-10-20-10-2-2,hotspot,lacam_focal_h,200,5,1,27821,17514,1.5885006280689733,,18586,18586.0,-49.687937156999894,9.547555923461914
fig3_warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2,random,dbs_hungarian,600,3,1,1873,1834,1.0212649945474372,1901,,1901.0,1.4729089952656496,21.48309826850891
fig3_warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2,random,lacam_focal_h,800,20,1,2541,2450,1.0371428571428571,,2543,2543.0,0.07864726700747149,9.670198917388916
fig3_warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2,random,lacam_focal_h,800,18,1,2538,2446,1.0376124284546198,,2538,2538.0,0.0,10.03784728050232
fig3_warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2,random,lacam_focal_h,800,17,1,2506,2437,1.0283135002051702,,2507,2507.0,0.03988831272437176,10.031201601028442
fig3_warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2,random,lacam_focal_h,800,15,1,2536,2436,1.0410509031198687,,2536,2536.0,0.0,10.132823705673218
fig3_warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2,random,lacam_focal_h,800,14,1,2523,2440,1.034016393442623,,2523,2523.0,0.0,10.220136165618896
fig3_warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2,random,lacam_focal_h,800,19,1,2518,2440,1.0319672131147541,,2520,2520.0,0.07936507936507936,10.1723792552948
fig3_warehouse-10-20-10-2-2_hotspot,warehouse-10-20-10-2-2,hotspot,lacam_focal_h,200,8,1,18381,12165,1.5109741060419235,,13025,13025.0,-41.12092130518234,9.623255014419556
fig3_warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2,random,lacam_focal_h,800,21,1,2563,2451,1.0456956344349244,,2560,2560.0,-0.1171875,9.921817779541016
fig3_warehouse-10-20-10-2-2_hotspot,warehouse-10-20-10-2-2,hotspot,lacam_focal_h,200,9,1,16982,11823,1.4363528715216105,,12560,12560.0,-35.20700636942675,9.548314332962036
fig3_warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2,random,lacam_focal_h,800,25,1,2523,2435,1.0361396303901438,,2528,2528.0,0.19778481012658228,10.164760112762451
fig3_warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2,random,dbs_hungarian,600,22,1,1895,1839,1.0304513322457858,1917,,1917.0,1.1476264997391759,14.221209287643433
fig3_warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2,random,dbs_hungarian,600,30,1,1871,1834,1.020174482006543,1877,,1877.0,0.3196590303676079,12.773126125335693
fig3_warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2,random,lacam_focal_h,800,26,1,2539,2435,1.0427104722792608,,2545,2545.0,0.2357563850687623,10.068180561065674
fig3_warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2,random,lacam_focal_h,800,28,1,2533,2447,1.035145075602779,,2535,2535.0,0.07889546351084813,10.119347333908081
fig3_warehouse-10-20-10-2-2_hotspot,warehouse-10-20-10-2-2,hotspot,dbs_hungarian,200,2,1,24299,16167,1.5029999381456052,26801,,26801.0,9.335472556994143,10.813686847686768
fig3_warehouse-10-20-10-2-2_hotspot,warehouse-10-20-10-2-2,hotspot,lacam_focal_h,200,10,1,24512,17113,1.4323613627067142,,17735,17735.0,-38.21257400620242,9.579896450042725
fig3_warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2,random,dbs_hungarian,600,15,1,1852,1828,1.013129102844639,1864,,1864.0,0.6437768240343348,21.58429980278015
fig3_warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2,random,lacam_focal_h,800,27,1,2546,2454,1.0374898125509373,,2545,2545.0,-0.03929273084479371,10.07847261428833
fig3_warehouse-10-20-10-2-2_hotspot,warehouse-10-20-10-2-2,hotspot,dbs_hungarian,200,1,1,20369,13406,1.5193943010592272,21964,,21964.0,7.261883081405937,10.96525526046753
fig3_warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2,random,lacam_focal_h,800,23,1,2552,2433,1.0489108096999589,,2551,2551.0,-0.03920031360250882,10.561717987060547
fig3_warehouse-10-20-10-2-2_hotspot,warehouse-10-20-10-2-2,hotspot,lacam_focal_h,200,11,1,24461,16728,1.4622788139646101,,17634,17634.0,-38.714982420324375,9.475270986557007
fig3_warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2,random,dbs_hungarian,600,28,1,1873,1842,1.016829533116178,1891,,1891.0,0.9518773135906927,13.29514217376709
fig3_warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2,random,lacam_focal_h,800,29,1,2525,2448,1.0314542483660132,,2525,2525.0,0.0,10.389438390731812
fig3_warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2,random,dbs_hungarian,800,1,1,2533,2442,1.0372645372645373,2563,,2563.0,1.1705033164260632,13.090334177017212
fig3_warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2,random,lacam_focal_h,800,24,1,2542,2441,1.0413764850471119,,2542,2542.0,0.0,10.622397899627686
fig3_warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2,random,dbs_hungarian,600,25,1,1877,1826,1.0279299014238774,1886,,1886.0,0.47720042417815484,14.072986364364624
fig3_warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2,random,dbs_hungarian,600,23,1,1854,1818,1.0198019801980198,1878,,1878.0,1.2779552715654952,14.710853338241577
fig3_warehouse-10-20-10-2-2_hotspot,warehouse-10-20-10-2-2,hotspot,dbs_hungarian,200,6,1,18627,12515,1.4883739512584897,20532,,20532.0,9.278199883109293,10.857866525650024
fig3_warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2,random,dbs_hungarian,600,21,1,1897,1841,1.0304182509505704,1923,,1923.0,1.3520540821632865,15.319170951843262
fig3_warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2,random,dbs_hungarian,800,4,1,2511,2435,1.0312114989733059,2539,,2539.0,1.1027963765261914,12.985500812530518
fig3_warehouse-10-20-10-2-2_hotspot,warehouse-10-20-10-2-2,hotspot,lacam_focal_h,200,12,1,22767,16048,1.4186814556331007,,16915,16915.0,-34.59651197162282,9.214097738265991
fig3_warehouse-10-20-10-2-2_hotspot,warehouse-10-20-10-2-2,hotspot,dbs_hungarian,200,3,1,21586,13766,1.568066250181607,22252,,22252.0,2.9929893942117562,11.170971393585205
fig3_warehouse-10-20-10-2-2_hotspot,warehouse-10-20-10-2-2,hotspot,lacam_focal_h,200,13,1,20222,13342,1.5156648178683856,,14214,14214.0,-42.268186295201915,9.255162477493286
fig3_warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2,random,dbs_hungarian,800,10,1,2584,2456,1.0521172638436482,2591,,2591.0,0.27016595908915475,12.813360929489136
fig3_warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2,random,dbs_hungarian,600,29,1,1882,1840,1.0228260869565218,1903,,1903.0,1.1035207566999474,13.617101669311523
fig3_warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2,random,dbs_hungarian,600,20,1,1912,1839,1.039695486677542,1920,,1920.0,0.4166666666666667,20.706281423568726
fig3_warehouse-10-20-10-2-2_hotspot,warehouse-10-20-10-2-2,hotspot,dbs_hungarian,200,5,1,25951,17514,1.481728902592212,27407,,27407.0,5.312511402196519,11.166516304016113
fig3_warehouse-10-20-10-2-2_hotspot,warehouse-10-20-10-2-2,hotspot,dbs_hungarian,200,7,1,17236,11572,1.4894573107500864,17495,,17495.0,1.4804229779937126,10.991452693939209
fig3_warehouse-10-20-10-2-2_hotspot,warehouse-10-20-10-2-2,hotspot,dbs_hungarian,200,8,1,16181,12165,1.3301274147143445,18135,,18135.0,10.774744968293355,10.803858757019043
fig3_warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2,random,dbs_hungarian,800,15,1,2506,2436,1.028735632183908,2535,,2535.0,1.143984220907298,12.605594873428345
fig3_warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2,random,dbs_hungarian,800,9,1,2544,2432,1.0460526315789473,2579,,2579.0,1.3571151609150833,12.92517900466919
fig3_warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2,random,dbs_hungarian,800,6,1,2562,2443,1.0487106017191976,2567,,2567.0,0.19477989871445267,13.162288427352905
fig3_warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2,random,dbs_hungarian,800,2,1,2517,2439,1.031980319803198,2526,,2526.0,0.35629453681710216,13.361940622329712
fig3_warehouse-10-20-10-2-2_random,warehouse-10-20-10-2-2,random,lacam_focal_h,800,22,1,2509,2446,1.0257563368765332,,2511,2511.0,0.07964954201513341,9.429861545562744
