anytime,anytime_cost_updates,assignment_calls,assignment_changes,assignment_time_ms,case_id,collision_free,constraint_failures,constraints_generated,constraints_popped,exit_code,external_timed_out,final_agent_assignment_changes,final_assignment_changes,final_goals,first_solution_cost,first_solution_time_ms,fixture_file,focal_tie_break,focal_weight,force_full_assignment,goal_valid,hl_duplicate_configs,hl_loop_iterations,hl_nodes_created,hl_nodes_explored,hl_reinsertions,incumbent_updates,initial_solution_cost,initial_solution_time_ms,ir_solver_arg,iterations_time_ms,iterations_used,makespan,map_file,matrix_file,method,moves_valid,num_agents,num_unique_tasks,open_max_size,pibt_calls,pibt_failures,pibt_recursions,refinement_input_cost,refinement_time_ms,runtime_ms,search_mode,search_mode_arg,seed,soc,solution_cost,solution_depth,solution_parent_edge_cost,solved,solver,start_valid,stderr,suite,sum_of_loss,sum_shortest_distances,swap_applied,swap_checks,time_limit,timed_out,unique_goal_assignment,valid_instance,valid_solution,wall_time_s
1,1,10525,3337,259.024,paper_symbotic_39_37_ratio_030/symbotic_agents_25_test_4,1,955,70754,14270,0,0,1,1,,250,5,/media/project0/yimin/lacam_tapf_itacbs_data/paper_symbotic_39_37_ratio_030/symbotic_agents_25_test_4.yaml,h,1.5,0,1,2791,14277,10525,10525,0,1,,,,,,18,,,lacam_dfs,1,25,,19,251294,0,5975,,,9122,dfs,dfs,4,264,250,18,250,1,lacam_tapf,1,,exp2,250,,0,251294,10.0,0,1,1,1,9.16686487197876
1,1,10139,3172,249.963,paper_symbotic_39_37_ratio_030/symbotic_agents_25_test_4,1,900,67999,13719,0,0,1,1,,250,5,/media/project0/yimin/lacam_tapf_itacbs_data/paper_symbotic_39_37_ratio_030/symbotic_agents_25_test_4.yaml,h,1.5,0,1,2681,13720,10139,10139,0,1,,,,,,18,,,lacam_focal_h,1,25,,20,242366,0,5975,,,9127,focal,focal,4,264,250,18,250,1,lacam_tapf,1,,exp2,250,,0,242366,10.0,0,1,1,1,9.17032790184021
1,2,7055,1802,159.175,paper_symbotic_39_37_ratio_030/symbotic_agents_25_test_5,1,2700,40070,12982,0,0,1,1,,211,4,/media/project0/yimin/lacam_tapf_itacbs_data/paper_symbotic_39_37_ratio_030/symbotic_agents_25_test_5.yaml,h,1.5,0,1,3228,13009,7055,7055,0,2,,,,,,21,,,lacam_dfs,1,25,,23,188590,0,9,,,9087,dfs,dfs,5,210,210,21,210,1,lacam_tapf,1,,exp2,210,,1,188590,10.0,0,1,1,1,9.122432470321655
1,2,7156,1831,165.204,paper_symbotic_39_37_ratio_030/symbotic_agents_25_test_5,1,2799,40820,13232,0,0,1,1,,211,5,/media/project0/yimin/lacam_tapf_itacbs_data/paper_symbotic_39_37_ratio_030/symbotic_agents_25_test_5.yaml,h,1.5,0,1,3278,13234,7156,7156,0,2,,,,,,21,,,lacam_focal_h,1,25,,35,191157,0,9,,,9086,focal,focal,5,210,210,21,210,1,lacam_tapf,1,,exp2,210,,1,191157,10.0,0,1,1,1,9.12535834312439
,,,,,paper_symbotic_39_37_ratio_030/symbotic_agents_25_test_1,,,,,0,0,,,669 27 768 359 723 514 605 84 208 464 130 492 151 532 254 22 508 236 567 749 302 828 816 481 413,,,/media/project0/yimin/lacam_tapf_itacbs_data/paper_symbotic_39_37_ratio_030/symbotic_agents_25_test_1.yaml,,,,,,,,,,,218,7.54,dbs_hungarian,9992.77,3005,,,build/results/symbotic_exp2_ir_lacam_tapf_10s_adaptive/converted/yaml_to_matrix/paper_symbotic_39_37_ratio_030/symbotic_agents_25_test_1.matrix,ir,,25,,,,,,218,0.0,10000.0,,,1,218,,,,1,ir_tapf:dbs_hungarian,,,exp2,,199,,,10.0,,,,1,10.03486943244934
,,,,,paper_symbotic_39_37_ratio_030/symbotic_agents_25_test_2,,,,,0,0,,,246 698 287 768 647 306 676 430 807 512 146 554 678 614 244 582 519 452 64 444 755 219 99 704 424,,,/media/project0/yimin/lacam_tapf_itacbs_data/paper_symbotic_39_37_ratio_030/symbotic_agents_25_test_2.yaml,,,,,,,,,,,257,6.84,dbs_hungarian,9992.45,3500,,,build/results/symbotic_exp2_ir_lacam_tapf_10s_adaptive/converted/yaml_to_matrix/paper_symbotic_39_37_ratio_030/symbotic_agents_25_test_2.matrix,ir,,25,,,,,,257,0.0,10000.0,,,2,257,,,,1,ir_tapf:dbs_hungarian,,,exp2,,222,,,10.0,,,,1,10.03074836730957
1,1,7225,0,138.706,paper_symbotic_39_37_ratio_030/symbotic_agents_25_test_6,1,1170,33114,10295,0,0,0,0,,221,4,/media/project0/yimin/lacam_tapf_itacbs_data/paper_symbotic_39_37_ratio_030/symbotic_agents_25_test_6.yaml,h,1.5,0,1,1901,10304,7225,7225,0,1,,,,,,20,,,lacam_dfs,1,25,,21,171516,0,17,,,9077,dfs,dfs,6,232,221,20,221,1,lacam_tapf,1,,exp2,221,,0,171516,10.0,0,1,1,1,9.116489887237549
,,,,,paper_symbotic_39_37_ratio_030/symbotic_agents_25_test_3,,,,,0,0,,,396 493 119 686 562 458 432 479 598 550 451 616 642 87 536 6 655 449 654 105 355 465 539 48 644,,,/media/project0/yimin/lacam_tapf_itacbs_data/paper_symbotic_39_37_ratio_030/symbotic_agents_25_test_3.yaml,,,,,,,,,,,224,7.38,dbs_hungarian,9991.9,3694,,,build/results/symbotic_exp2_ir_lacam_tapf_10s_adaptive/converted/yaml_to_matrix/paper_symbotic_39_37_ratio_030/symbotic_agents_25_test_3.matrix,ir,,25,,,,,,224,0.0,10000.0,,,3,224,,,,1,ir_tapf:dbs_hungarian,,,exp2,,210,,,10.0,,,,1,10.031530141830444
1,1,6568,0,176.335,paper_symbotic_39_37_ratio_030/symbotic_agents_25_test_6,1,1050,30048,9273,0,0,0,0,,221,11,/media/project0/yimin/lacam_tapf_itacbs_data/paper_symbotic_39_37_ratio_030/symbotic_agents_25_test_6.yaml,h,1.5,0,1,1656,9274,6568,6568,0,1,,,,,,20,,,lacam_focal_h,1,25,,22,155280,0,17,,,9087,focal,focal,6,232,221,20,221,1,lacam_tapf,1,,exp2,221,,0,155280,10.0,0,1,1,1,9.128120183944702
1,1,7826,0,146.139,paper_symbotic_39_37_ratio_030/symbotic_agents_25_test_7,1,0,40051,10751,0,0,0,0,,252,10,/media/project0/yimin/lacam_tapf_itacbs_data/paper_symbotic_39_37_ratio_030/symbotic_agents_25_test_7.yaml,h,1.5,0,1,2926,10757,7826,7826,0,1,,,,,,25,,,lacam_dfs,1,25,,26,197221,0,14,,,9077,dfs,dfs,7,276,252,25,252,1,lacam_tapf,1,,exp2,252,,19,197221,10.0,0,1,1,1,9.122931241989136
1,1,7779,0,130.078,paper_symbotic_39_37_ratio_030/symbotic_agents_25_test_7,1,0,39851,10704,0,0,0,0,,252,3,/media/project0/yimin/lacam_tapf_itacbs_data/paper_symbotic_39_37_ratio_030/symbotic_agents_25_test_7.yaml,h,1.5,0,1,2926,10705,7779,7779,0,1,,,,,,25,,,lacam_focal_h,1,25,,31,196351,0,14,,,9093,focal,focal,7,276,252,25,252,1,lacam_tapf,1,,exp2,252,,5,196351,10.0,0,1,1,1,9.1267409324646
1,1,7633,1474,186.321,paper_symbotic_39_37_ratio_030/symbotic_agents_25_test_8,1,0,32857,9642,0,0,0,0,,176,4,/media/project0/yimin/lacam_tapf_itacbs_data/paper_symbotic_39_37_ratio_030/symbotic_agents_25_test_8.yaml,h,1.5,0,1,2010,9643,7633,7633,0,1,,,,,,24,,,lacam_focal_h,1,25,,26,184120,0,14,,,9091,focal,focal,8,183,176,24,176,1,lacam_tapf,1,,exp2,176,,0,184120,10.0,0,1,1,1,9.130584716796875
1,1,7930,1532,168.29,paper_symbotic_39_37_ratio_030/symbotic_agents_25_test_8,1,0,34589,10075,0,0,0,0,,176,6,/media/project0/yimin/lacam_tapf_itacbs_data/paper_symbotic_39_37_ratio_030/symbotic_agents_25_test_8.yaml,h,1.5,0,1,2146,10093,7930,7930,0,1,,,,,,24,,,lacam_dfs,1,25,,25,191914,0,14,,,9102,dfs,dfs,8,183,176,24,176,1,lacam_tapf,1,,exp2,176,,0,191914,10.0,0,1,1,1,9.143254280090332
,,,,,paper_symbotic_39_37_ratio_030/symbotic_agents_25_test_4,,,,,0,0,,,99 47 506 12 565 193 493 115 784 105 489 463 787 451 136 828 559 643 45 234 464 773 713 462 736,,,/media/project0/yimin/lacam_tapf_itacbs_data/paper_symbotic_39_37_ratio_030/symbotic_agents_25_test_4.yaml,,,,,,,,,,,293,7.75,dbs_hungarian,9991.63,3029,,,build/results/symbotic_exp2_ir_lacam_tapf_10s_adaptive/converted/yaml_to_matrix/paper_symbotic_39_37_ratio_030/symbotic_agents_25_test_4.matrix,ir,,25,,,,,,291,0.0,10000.0,,,4,291,,,,1,ir_tapf:dbs_hungarian,,,exp2,,226,,,10.0,,,,1,10.035667657852173
1,1,7120,0,558.746,paper_symbotic_39_37_ratio_030/symbotic_agents_25_test_9,1,0,26532,8744,0,0,0,0,,187,8,/media/project0/yimin/lacam_tapf_itacbs_data/paper_symbotic_39_37_ratio_030/symbotic_agents_25_test_9.yaml,h,1.5,0,1,1625,8764,7120,7120,0,1,,,,,,22,,,lacam_dfs,1,25,,23,152846,0,3,,,9056,dfs,dfs,9,188,187,22,187,1,lacam_tapf,1,,exp2,187,,8723,152846,10.0,0,1,1,1,9.089666843414307
,,,,,paper_symbotic_39_37_ratio_030/symbotic_agents_25_test_5,,,,,0,0,,,748 354 769 553 236 95 576 697 535 686 815 439 107 214 528 518 487 578 538 148 531 272 351 179 810,,,/media/project0/yimin/lacam_tapf_itacbs_data/paper_symbotic_39_37_ratio_030/symbotic_agents_25_test_5.yaml,,,,,,,,,,,209,7.42,dbs_hungarian,9992.15,3584,,,build/results/symbotic_exp2_ir_lacam_tapf_10s_adaptive/converted/yaml_to_matrix/paper_symbotic_39_37_ratio_030/symbotic_agents_25_test_5.matrix,ir,,25,,,,,,209,0.0,10000.0,,,5,209,,,,1,ir_tapf:dbs_hungarian,,,exp2,,197,,,10.0,,,,1,10.02992033958435
1,1,8902,0,378.339,paper_symbotic_39_37_ratio_030/symbotic_agents_25_test_9,1,0,37062,10948,0,0,0,0,,187,8,/media/project0/yimin/lacam_tapf_itacbs_data/paper_symbotic_39_37_ratio_030/symbotic_agents_25_test_9.yaml,h,1.5,0,1,2047,10949,8902,8902,0,1,,,,,,22,,,lacam_focal_h,1,25,,23,188355,0,3,,,9089,focal,focal,9,188,187,22,187,1,lacam_tapf,1,,exp2,187,,10927,188355,10.0,0,1,1,1,9.140462160110474
1,1,7482,0,120.347,paper_symbotic_39_37_ratio_030/symbotic_agents_25_test_10,1,3033,42659,12917,0,0,0,0,,180,4,/media/project0/yimin/lacam_tapf_itacbs_data/paper_symbotic_39_37_ratio_030/symbotic_agents_25_test_10.yaml,h,1.5,0,1,2403,12926,7482,7482,0,1,,,,,,17,,,lacam_dfs,1,25,,18,178047,0,21,,,9084,dfs,dfs,10,190,180,17,180,1,lacam_tapf,1,,exp2,180,,0,178047,10.0,0,1,1,1,9.128383874893188
1,1,7073,0,123.717,paper_symbotic_39_37_ratio_030/symbotic_agents_25_test_10,1,3033,40817,12303,0,0,0,0,,180,4,/media/project0/yimin/lacam_tapf_itacbs_data/paper_symbotic_39_37_ratio_030/symbotic_agents_25_test_10.yaml,h,1.5,0,1,2198,12304,7073,7073,0,1,,,,,,17,,,lacam_focal_h,1,25,,18,167609,0,21,,,9074,focal,focal,10,190,180,17,180,1,lacam_tapf,1,,exp2,180,,0,167609,10.0,0,1,1,1,9.11032772064209
,,,,,paper_symbotic_39_37_ratio_030/symbotic_agents_25_test_6,,,,,0,0,,,530 152 617 754 560 59 510 182 635 771 554 788 126 271 467 27 626 483 538 62 496 756 543 697 590,,,/media/project0/yimin/lacam_tapf_itacbs_data/paper_symbotic_39_37_ratio_030/symbotic_agents_25_test_6.yaml,,,,,,,,,,,230,7.44,dbs_hungarian,9992.41,3319,,,build/results/symbotic_exp2_ir_lacam_tapf_10s_adaptive/converted/yaml_to_matrix/paper_symbotic_39_37_ratio_030/symbotic_agents_25_test_6.matrix,ir,,25,,,,,,230,0.0,10000.0,,,6,230,,,,1,ir_tapf:dbs_hungarian,,,exp2,,193,,,10.0,,,,1,10.034583806991577
,,,,,paper_symbotic_39_37_ratio_030/symbotic_agents_25_test_7,,,,,0,0,,,421 398 73 656 480 126 488 485 159 804 545 448 638 695 407 484 825 502 100 596 356 603 149 472 70,,,/media/project0/yimin/lacam_tapf_itacbs_data/paper_symbotic_39_37_ratio_030/symbotic_agents_25_test_7.yaml,,,,,,,,,,,259,8.49,dbs_hungarian,9990.68,3521,,,build/results/symbotic_exp2_ir_lacam_tapf_10s_adaptive/converted/yaml_to_matrix/paper_symbotic_39_37_ratio_030/symbotic_agents_25_test_7.matrix,ir,,25,,,,,,259,0.0,10000.0,,,7,259,,,,1,ir_tapf:dbs_hungarian,,,exp2,,212,,,10.0,,,,1,10.035123825073242
1,1,10874,1,316.241,paper_symbotic_39_37_ratio_030/symbotic_agents_25_test_11,1,0,58943,11961,0,0,1,1,,225,5,/media/project0/yimin/lacam_tapf_itacbs_data/paper_symbotic_39_37_ratio_030/symbotic_agents_25_test_11.yaml,h,1.5,0,1,1088,11969,10874,10874,0,1,,,,,,18,,,lacam_dfs,1,25,,19,219576,0,785,,,9109,dfs,dfs,11,226,225,18,225,1,lacam_tapf,1,,exp2,225,,11950,219576,10.0,0,1,1,1,9.149484395980835
1,1,6245,52,97.3633,paper_symbotic_39_37_ratio_030/symbotic_agents_25_test_12,1,756,33818,10379,0,0,3,3,,273,9,/media/project0/yimin/lacam_tapf_itacbs_data/paper_symbotic_39_37_ratio_030/symbotic_agents_25_test_12.yaml,h,1.5,0,1,3379,10394,6245,6245,0,1,,,,,,37,,,lacam_dfs,1,25,,38,178015,0,2,,,9085,dfs,dfs,12,283,273,37,273,1,lacam_tapf,1,,exp2,283,,147,178015,10.0,0,1,1,1,9.133609056472778
,,,,,paper_symbotic_39_37_ratio_030/symbotic_agents_25_test_8,,,,,0,0,,,27 241 669 563 661 549 226 439 64 575 753 583 751 760 127 293 655 624 4 485 478 552 690 413 122,,,/media/project0/yimin/lacam_tapf_itacbs_data/paper_symbotic_39_37_ratio_030/symbotic_agents_25_test_8.yaml,,,,,,,,,,,183,10.91,dbs_hungarian,9988.83,2198,,,build/results/symbotic_exp2_ir_lacam_tapf_10s_adaptive/converted/yaml_to_matrix/paper_symbotic_39_37_ratio_030/symbotic_agents_25_test_8.matrix,ir,,25,,,,,,183,0.0,10000.0,,,8,183,,,,1,ir_tapf:dbs_hungarian,,,exp2,,169,,,10.0,,,,1,10.034755229949951
1,1,12420,1,230.081,paper_symbotic_39_37_ratio_030/symbotic_agents_25_test_11,1,0,67388,13650,0,0,1,1,,225,12,/media/project0/yimin/lacam_tapf_itacbs_data/paper_symbotic_39_37_ratio_030/symbotic_agents_25_test_11.yaml,h,1.5,0,1,1231,13651,12420,12420,0,1,,,,,,18,,,lacam_focal_h,1,25,,19,249978,0,785,,,9147,focal,focal,11,226,225,18,225,1,lacam_tapf,1,,exp2,225,,13639,249978,10.0,0,1,1,1,9.197977304458618
1,1,8503,4,160.443,paper_symbotic_39_37_ratio_030/symbotic_agents_25_test_12,1,9830,79568,22451,0,0,3,3,,273,12,/media/project0/yimin/lacam_tapf_itacbs_data/paper_symbotic_39_37_ratio_030/symbotic_agents_25_test_12.yaml,h,1.5,0,1,4119,22452,8503,8503,0,1,,,,,,37,,,lacam_focal_h,1,25,,68,226559,0,2,,,9106,focal,focal,12,283,273,37,273,1,lacam_tapf,1,,exp2,283,,40,226559,10.0,0,1,1,1,9.151073932647705
,,,,,paper_symbotic_39_37_ratio_030/symbotic_agents_25_test_9,,,,,0,0,,,825 197 523 64 327 430 276 828 357 408 86 540 528 130 566 8 734 581 52 834 423 72 671 258 158,,,/media/project0/yimin/lacam_tapf_itacbs_data/paper_symbotic_39_37_ratio_030/symbotic_agents_25_test_9.yaml,,,,,,,,,,,205,7.33,dbs_hungarian,9992.93,2992,,,build/results/symbotic_exp2_ir_lacam_tapf_10s_adaptive/converted/yaml_to_matrix/paper_symbotic_39_37_ratio_030/symbotic_agents_25_test_9.matrix,ir,,25,,,,,,205,0.0,10000.0,,,9,205,,,,1,ir_tapf:dbs_hungarian,,,exp2,,175,,,10.0,,,,1,10.025765895843506
1,1,8636,1,185.473,paper_symbotic_39_37_ratio_030/symbotic_agents_25_test_13,1,0,38480,10549,0,0,1,1,,229,7,/media/project0/yimin/lacam_tapf_itacbs_data/paper_symbotic_39_37_ratio_030/symbotic_agents_25_test_13.yaml,h,1.5,0,1,1914,10555,8636,8636,0,1,,,,,,29,,,lacam_dfs,1,25,,30,195054,0,4,,,9093,dfs,dfs,13,245,229,29,229,1,lacam_tapf,1,,exp2,229,,11,195054,10.0,0,1,1,1,9.13473391532898
1,1,8607,1,183.642,paper_symbotic_39_37_ratio_030/symbotic_agents_25_test_13,1,0,38381,10516,0,0,1,1,,229,13,/media/project0/yimin/lacam_tapf_itacbs_data/paper_symbotic_39_37_ratio_030/symbotic_agents_25_test_13.yaml,h,1.5,0,1,1910,10517,8607,8607,0,1,,,,,,29,,,lacam_focal_h,1,25,,30,194460,0,4,,,9102,focal,focal,13,245,229,29,229,1,lacam_tapf,1,,exp2,229,,11,194460,10.0,0,1,1,1,9.138803243637085
,,,,,paper_symbotic_39_37_ratio_030/symbotic_agents_25_test_10,,,,,0,0,,,425 130 544 635 654 71 89 688 60 85 408 661 402 552 752 605 411 581 323 343 546 646 61 273 442,,,/media/project0/yimin/lacam_tapf_itacbs_data/paper_symbotic_39_37_ratio_030/symbotic_agents_25_test_10.yaml,,,,,,,,,,,190,9.14,dbs_hungarian,9990.71,3926,,,build/results/symbotic_exp2_ir_lacam_tapf_10s_adaptive/converted/yaml_to_matrix/paper_symbotic_39_37_ratio_030/symbotic_agents_25_test_10.matrix,ir,,25,,,,,,190,0.0,10000.0,,,10,190,,,,1,ir_tapf:dbs_hungarian,,,exp2,,163,,,10.0,,,,1,10.047455310821533
1,1,7971,3909,452.352,paper_symbotic_39_37_ratio_030/symbotic_agents_25_test_14,1,4164,49343,14673,0,0,1,1,,249,8,/media/project0/yimin/lacam_tapf_itacbs_data/paper_symbotic_39_37_ratio_030/symbotic_agents_25_test_14.yaml,h,1.5,0,1,2539,14689,7971,7971,0,1,,,,,,22,,,lacam_dfs,1,25,,23,187274,0,242,,,9098,dfs,dfs,14,249,249,22,249,1,lacam_tapf,1,,exp2,249,,1,187274,10.0,0,1,1,1,9.13818883895874
,,,,,paper_symbotic_39_37_ratio_030/symbotic_agents_25_test_11,,,,,0,0,,,97 449 387 526 806 397 8 401 662 782 368 209 765 344 399 484 75 496 555 804 83 11 790 559 418,,,/media/project0/yimin/lacam_tapf_itacbs_data/paper_symbotic_39_37_ratio_030/symbotic_agents_25_test_11.yaml,,,,,,,,,,,277,7.83,dbs_hungarian,9991.46,3642,,,build/results/symbotic_exp2_ir_lacam_tapf_10s_adaptive/converted/yaml_to_matrix/paper_symbotic_39_37_ratio_030/symbotic_agents_25_test_11.matrix,ir,,25,,,,,,277,0.0,10000.0,,,11,277,,,,1,ir_tapf:dbs_hungarian,,,exp2,,195,,,10.0,,,,1,10.032140970230103
,,,,,paper_symbotic_39_37_ratio_030/symbotic_agents_25_test_12,,,,,0,0,,,668 732 501 554 136 205 319 518 819 332 444 734 77 128 529 138 166 683 83 525 772 624 770 387 160,,,/media/project0/yimin/lacam_tapf_itacbs_data/paper_symbotic_39_37_ratio_030/symbotic_agents_25_test_12.yaml,,,,,,,,,,,303,10.14,dbs_hungarian,9988.9,3513,,,build/results/symbotic_exp2_ir_lacam_tapf_10s_adaptive/converted/yaml_to_matrix/paper_symbotic_39_37_ratio_030/symbotic_agents_25_test_12.matrix,ir,,25,,,,,,303,0.0,10000.0,,,12,303,,,,1,ir_tapf:dbs_hungarian,,,exp2,,188,,,10.0,,,,1,10.037906646728516
1,1,6559,3187,481.62,paper_symbotic_39_37_ratio_030/symbotic_agents_25_test_14,1,3256,41432,12036,0,0,1,1,,249,9,/media/project0/yimin/lacam_tapf_itacbs_data/paper_symbotic_39_37_ratio_030/symbotic_agents_25_test_14.yaml,h,1.5,0,1,2222,12037,6559,6559,0,1,,,,,,22,,,lacam_focal_h,1,25,,23,157881,0,242,,,9106,focal,focal,14,249,249,22,249,1,lacam_tapf,1,,exp2,249,,1,157881,10.0,0,1,1,1,9.168055057525635
,,,,,paper_symbotic_39_37_ratio_030/symbotic_agents_25_test_13,,,,,0,0,,,204 541 778 14 15 293 92 822 114 354 768 387 696 546 489 647 198 793 713 182 50 555 545 645 460,,,/media/project0/yimin/lacam_tapf_itacbs_data/paper_symbotic_39_37_ratio_030/symbotic_agents_25_test_13.yaml,,,,,,,,,,,239,9.02,dbs_hungarian,9990.31,2858,,,build/results/symbotic_exp2_ir_lacam_tapf_10s_adaptive/converted/yaml_to_matrix/paper_symbotic_39_37_ratio_030/symbotic_agents_25_test_13.matrix,ir,,25,,,,,,239,0.0,10000.0,,,13,239,,,,1,ir_tapf:dbs_hungarian,,,exp2,,170,,,10.0,,,,1,10.03803014755249
,,,,,paper_symbotic_39_37_ratio_030/symbotic_agents_25_test_14,,,,,0,0,,,156 787 549 319 630 192 617 485 450 373 488 512 820 566 378 649 148 516 440 638 667 606 288 19 810,,,/media/project0/yimin/lacam_tapf_itacbs_data/paper_symbotic_39_37_ratio_030/symbotic_agents_25_test_14.yaml,,,,,,,,,,,278,8.02,dbs_hungarian,9992.57,2233,,,build/results/symbotic_exp2_ir_lacam_tapf_10s_adaptive/converted/yaml_to_matrix/paper_symbotic_39_37_ratio_030/symbotic_agents_25_test_14.matrix,ir,,25,,,,,,276,0.0,10000.0,,,14,276,,,,1,ir_tapf:dbs_hungarian,,,exp2,,215,,,10.0,,,,1,10.039719104766846
1,1,14341,3145,524.366,paper_symbotic_39_37_ratio_030/symbotic_agents_25_test_16,1,7305,82079,22489,0,0,0,0,,236,5,/media/project0/yimin/lacam_tapf_itacbs_data/paper_symbotic_39_37_ratio_030/symbotic_agents_25_test_16.yaml,h,1.5,0,1,844,22501,14341,14341,0,1,,,,,,17,,,lacam_dfs,1,25,,18,265989,0,15170,,,9153,dfs,dfs,16,236,236,17,236,1,lacam_tapf,1,,exp2,236,,0,265989,10.0,0,1,1,1,9.200331687927246
1,1,12683,2720,779.727,paper_symbotic_39_37_ratio_030/symbotic_agents_25_test_16,1,6405,74066,19818,0,0,0,0,,236,8,/media/project0/yimin/lacam_tapf_itacbs_data/paper_symbotic_39_37_ratio_030/symbotic_agents_25_test_16.yaml,h,1.5,0,1,731,19819,12683,12683,0,1,,,,,,17,,,lacam_focal_h,1,25,,18,235882,0,13399,,,9161,focal,focal,16,236,236,17,236,1,lacam_tapf,1,,exp2,236,,0,235882,10.0,0,1,1,1,9.212763786315918
,,,,,paper_symbotic_39_37_ratio_030/symbotic_agents_25_test_15,,,,,0,0,,,590 511 556 450 413 608 160 814 283 649 29 94 681 716 459 63 508 532 547 540 102 542 1 161 623,,,/media/project0/yimin/lacam_tapf_itacbs_data/paper_symbotic_39_37_ratio_030/symbotic_agents_25_test_15.yaml,,,,,,,,,,,182,9.58,dbs_hungarian,9989.68,3267,,,build/results/symbotic_exp2_ir_lacam_tapf_10s_adaptive/converted/yaml_to_matrix/paper_symbotic_39_37_ratio_030/symbotic_agents_25_test_15.matrix,ir,,25,,,,,,182,0.0,10000.0,,,15,182,,,,1,ir_tapf:dbs_hungarian,,,exp2,,181,,,10.0,,,,1,10.041045665740967
,,,,,paper_symbotic_39_37_ratio_030/symbotic_agents_25_test_16,,,,,0,0,,,806 173 29 125 575 426 560 579 12 565 342 316 497 630 772 73 351 16 161 53 744 144 103 564 582,,,/media/project0/yimin/lacam_tapf_itacbs_data/paper_symbotic_39_37_ratio_030/symbotic_agents_25_test_16.yaml,,,,,,,,,,,284,7.7,dbs_hungarian,9991.75,3529,,,build/results/symbotic_exp2_ir_lacam_tapf_10s_adaptive/converted/yaml_to_matrix/paper_symbotic_39_37_ratio_030/symbotic_agents_25_test_16.matrix,ir,,25,,,,,,284,0.0,10000.0,,,16,284,,,,1,ir_tapf:dbs_hungarian,,,exp2,,213,,,10.0,,,,1,10.034295082092285
1,1,7339,0,150.591,paper_symbotic_39_37_ratio_030/symbotic_agents_25_test_17,1,648,36702,10192,0,0,0,0,,208,6,/media/project0/yimin/lacam_tapf_itacbs_data/paper_symbotic_39_37_ratio_030/symbotic_agents_25_test_17.yaml,h,1.5,0,1,2206,10203,7339,7339,0,1,,,,,,21,,,lacam_dfs,1,25,,22,172966,0,9,,,9076,dfs,dfs,17,216,208,21,208,1,lacam_tapf,1,,exp2,208,,0,172966,10.0,0,1,1,1,9.117568254470825
1,1,7424,0,157.58,paper_symbotic_39_37_ratio_030/symbotic_agents_25_test_17,1,648,37342,10320,0,0,0,0,,208,6,/media/project0/yimin/lacam_tapf_itacbs_data/paper_symbotic_39_37_ratio_030/symbotic_agents_25_test_17.yaml,h,1.5,0,1,2249,10321,7424,7424,0,1,,,,,,21,,,lacam_focal_h,1,25,,23,175142,0,9,,,9065,focal,focal,17,216,208,21,208,1,lacam_tapf,1,,exp2,208,,0,175142,10.0,0,1,1,1,9.106123924255371
,,,,,paper_symbotic_39_37_ratio_030/symbotic_agents_25_test_17,,,,,0,0,,,602 427 98 512 614 340 629 20 119 70 782 447 674 610 581 736 599 727 25 556 59 177 451 50 828,,,/media/project0/yimin/lacam_tapf_itacbs_data/paper_symbotic_39_37_ratio_030/symbotic_agents_25_test_17.yaml,,,,,,,,,,,216,6.33,dbs_hungarian,9993.23,3882,,,build/results/symbotic_exp2_ir_lacam_tapf_10s_adaptive/converted/yaml_to_matrix/paper_symbotic_39_37_ratio_030/symbotic_agents_25_test_17.matrix,ir,,25,,,,,,216,0.0,10000.0,,,17,216,,,,1,ir_tapf:dbs_hungarian,,,exp2,,191,,,10.0,,,,1,10.037898540496826
1,1,13604,3359,801.956,paper_symbotic_39_37_ratio_030/symbotic_agents_25_test_18,1,0,49633,14514,0,0,0,0,,238,4,/media/project0/yimin/lacam_tapf_itacbs_data/paper_symbotic_39_37_ratio_030/symbotic_agents_25_test_18.yaml,h,1.5,0,1,911,14525,13604,13604,0,1,,,,,,19,,,lacam_dfs,1,25,,20,267269,0,28996,,,9177,dfs,dfs,18,252,238,19,238,1,lacam_tapf,1,,exp2,238,,0,267269,10.0,0,1,1,1,9.22931718826294
1,1,12722,3126,855.668,paper_symbotic_39_37_ratio_030/symbotic_agents_25_test_18,1,0,46828,13579,0,0,0,0,,238,6,/media/project0/yimin/lacam_tapf_itacbs_data/paper_symbotic_39_37_ratio_030/symbotic_agents_25_test_18.yaml,h,1.5,0,1,858,13580,12722,12722,0,1,,,,,,19,,,lacam_focal_h,1,25,,20,250439,0,27126,,,9137,focal,focal,18,252,238,19,238,1,lacam_tapf,1,,exp2,238,,0,250439,10.0,0,1,1,1,9.186874151229858
,,,,,paper_symbotic_39_37_ratio_030/symbotic_agents_25_test_18,,,,,0,0,,,75 379 425 646 645 766 524 517 344 559 418 84 57 30 119 460 632 529 345 233 576 767 595 703 124,,,/media/project0/yimin/lacam_tapf_itacbs_data/paper_symbotic_39_37_ratio_030/symbotic_agents_25_test_18.yaml,,,,,,,,,,,267,8.13,dbs_hungarian,9991.69,3333,,,build/results/symbotic_exp2_ir_lacam_tapf_10s_adaptive/converted/yaml_to_matrix/paper_symbotic_39_37_ratio_030/symbotic_agents_25_test_18.matrix,ir,,25,,,,,,267,0.0,10000.0,,,18,267,,,,1,ir_tapf:dbs_hungarian,,,exp2,,204,,,10.0,,,,1,10.040330171585083
