anytime,anytime_cost_updates,assignment_calls,assignment_changes,assignment_time_ms,case_id,collision_free,constraint_failures,constraints_generated,constraints_popped,exit_code,external_timed_out,final_agent_assignment_changes,final_assignment_changes,first_solution_cost,first_solution_time_ms,fixture_file,focal_tie_break,focal_weight,force_full_assignment,goal_valid,hl_duplicate_configs,hl_loop_iterations,hl_nodes_created,hl_nodes_explored,hl_reinsertions,incumbent_updates,makespan,map_file,matrix_file,method,moves_valid,num_agents,num_unique_tasks,open_max_size,pibt_calls,pibt_failures,pibt_recursions,runtime_ms,search_mode,search_mode_arg,seed,soc,solution_cost,solution_depth,solution_parent_edge_cost,solved,solver,start_valid,stderr,suite,sum_of_loss,swap_applied,swap_checks,time_limit,timed_out,unique_goal_assignment,valid_instance,valid_solution,wall_time_s
1,1,4047,2,37.6797,Paper_symbotic_39_37_gp_5/symbotic_agents_70_test_5,1,2853,26763,8677,0,0,4,2,1862,7,/media/project0/yimin/lacam_tapf_itacbs_data/Paper_symbotic_39_37_gp_5/symbotic_agents_70_test_5.yaml,h,1.5,0,1,1778,8678,4047,4047,0,1,85,,,lacam_focal_h,1,70,,4046,462560,2844,301,9047,focal,focal,5,2179,1862,85,1862,1,lacam_tapf,1,,exp1,1862,71,462560,10.0,0,1,1,1,9.074189901351929
1,1,4535,0,50.1888,Paper_symbotic_39_37_gp_5/symbotic_agents_70_test_13,1,2790,27561,8678,0,0,0,0,2026,8,/media/project0/yimin/lacam_tapf_itacbs_data/Paper_symbotic_39_37_gp_5/symbotic_agents_70_test_13.yaml,h,1.5,0,1,1354,8679,4535,4535,0,1,81,,,lacam_focal_h,1,70,,4535,370256,3,1217,9044,focal,focal,13,2341,2026,81,2026,1,lacam_tapf,1,,exp1,2026,95,370256,10.0,0,1,1,1,9.07816743850708
1,1,4413,4,43.2169,Paper_symbotic_39_37_gp_5/symbotic_agents_70_test_2,1,1635,24679,7882,0,0,8,4,1951,7,/media/project0/yimin/lacam_tapf_itacbs_data/Paper_symbotic_39_37_gp_5/symbotic_agents_70_test_2.yaml,h,1.5,0,1,1835,7883,4413,4413,0,1,85,,,lacam_focal_h,1,70,,4413,396597,0,261,9060,focal,focal,2,2152,1951,85,1951,1,lacam_tapf,1,,exp1,1951,109,396597,10.0,0,1,1,1,9.099008798599243
1,1,4702,1,41.0349,Paper_symbotic_39_37_gp_5/symbotic_agents_60_test_19,1,5724,48527,12544,0,0,2,1,1312,4,/media/project0/yimin/lacam_tapf_itacbs_data/Paper_symbotic_39_37_gp_5/symbotic_agents_60_test_19.yaml,h,1.5,0,1,2119,12559,4702,4702,0,1,56,,,lacam_dfs,1,60,,57,361146,0,108,9061,dfs,dfs,19,1536,1312,56,1312,1,lacam_tapf,1,,exp1,1312,22,361146,10.0,0,1,1,1,9.113852739334106
1,1,4854,0,36.4356,Paper_symbotic_39_37_gp_5/symbotic_agents_70_test_0,1,10201,52401,17419,0,0,0,0,1910,7,/media/project0/yimin/lacam_tapf_itacbs_data/Paper_symbotic_39_37_gp_5/symbotic_agents_70_test_0.yaml,h,1.5,0,1,2365,17420,4854,4854,0,1,103,,,lacam_focal_h,1,70,,4854,859121,10201,258,9060,focal,focal,0,2150,1910,103,1910,1,lacam_tapf,1,,exp1,1910,161,859121,10.0,0,1,1,1,9.105608224868774
1,1,4017,2,45.9073,Paper_symbotic_39_37_gp_5/symbotic_agents_70_test_18,1,1420,22820,7598,0,0,4,2,1637,7,/media/project0/yimin/lacam_tapf_itacbs_data/Paper_symbotic_39_37_gp_5/symbotic_agents_70_test_18.yaml,h,1.5,0,1,2162,7616,4017,4017,0,1,58,,,lacam_dfs,1,70,,59,388369,0,516,9051,dfs,dfs,18,1797,1637,58,1637,1,lacam_tapf,1,,exp1,1637,47,388369,10.0,0,1,1,1,9.090828657150269
1,1,4350,0,41.7502,Paper_symbotic_39_37_gp_5/symbotic_agents_70_test_0,1,0,19553,6464,0,0,0,0,1910,8,/media/project0/yimin/lacam_tapf_itacbs_data/Paper_symbotic_39_37_gp_5/symbotic_agents_70_test_0.yaml,h,1.5,0,1,2115,6480,4350,4350,0,1,103,,,lacam_dfs,1,70,,104,408607,0,300,9068,dfs,dfs,0,2150,1910,103,1910,1,lacam_tapf,1,,exp1,1910,141,408607,10.0,0,1,1,1,9.121779918670654
1,1,6031,0,53.0884,Paper_symbotic_39_37_gp_5/symbotic_agents_60_test_18,1,4442,39629,12133,0,0,0,0,1521,3,/media/project0/yimin/lacam_tapf_itacbs_data/Paper_symbotic_39_37_gp_5/symbotic_agents_60_test_18.yaml,h,1.5,0,1,1661,12152,6031,6031,0,1,77,,,lacam_dfs,1,60,,78,414149,195,137,9070,dfs,dfs,18,1731,1521,77,1521,1,lacam_tapf,1,,exp1,1521,65,414149,10.0,0,1,1,1,9.131555795669556
1,1,4013,2,49.1053,Paper_symbotic_39_37_gp_5/symbotic_agents_70_test_15,1,3882,28576,9509,0,0,6,2,1920,7,/media/project0/yimin/lacam_tapf_itacbs_data/Paper_symbotic_39_37_gp_5/symbotic_agents_70_test_15.yaml,h,1.5,0,1,1615,9510,4013,4013,0,1,75,,,lacam_focal_h,1,70,,3069,353440,3,275,9055,focal,focal,15,2156,1920,75,1920,1,lacam_tapf,1,,exp1,1921,53,353440,10.0,0,1,1,1,9.099665641784668
1,1,5164,1,57.9129,Paper_symbotic_39_37_gp_5/symbotic_agents_70_test_3,1,6804,45675,13459,0,0,3,1,1828,8,/media/project0/yimin/lacam_tapf_itacbs_data/Paper_symbotic_39_37_gp_5/symbotic_agents_70_test_3.yaml,h,1.5,0,1,1492,13472,5164,5164,0,1,71,,,lacam_dfs,1,70,,72,424144,0,286,9058,dfs,dfs,3,2199,1828,71,1828,1,lacam_tapf,1,,exp1,1828,47,424144,10.0,0,1,1,1,9.118355751037598
1,1,4575,0,51.2152,Paper_symbotic_39_37_gp_5/symbotic_agents_70_test_4,1,37672,160734,43197,0,0,0,0,1868,6,/media/project0/yimin/lacam_tapf_itacbs_data/Paper_symbotic_39_37_gp_5/symbotic_agents_70_test_4.yaml,h,1.5,0,1,951,43198,4575,4575,0,1,76,,,lacam_focal_h,1,70,,4574,340869,75,371,9049,focal,focal,4,2045,1868,76,1868,1,lacam_tapf,1,,exp1,1868,154,340869,10.0,0,1,1,1,9.116667985916138
1,150,4641,9,46.2468,Paper_symbotic_39_37_gp_5/symbotic_agents_70_test_3,1,10350,56025,17196,0,0,5,2,1828,6,/media/project0/yimin/lacam_tapf_itacbs_data/Paper_symbotic_39_37_gp_5/symbotic_agents_70_test_3.yaml,h,1.5,0,1,2206,17198,4641,4641,0,2,61,,,lacam_focal_h,1,70,,147,428461,0,287,9060,focal,focal,3,2131,1783,61,1783,1,lacam_tapf,1,,exp1,1794,165,428461,10.0,0,1,1,1,9.12099575996399
1,1,4048,2,39.5893,Paper_symbotic_39_37_gp_5/symbotic_agents_70_test_18,1,1449,23078,7684,0,0,4,2,1637,6,/media/project0/yimin/lacam_tapf_itacbs_data/Paper_symbotic_39_37_gp_5/symbotic_agents_70_test_18.yaml,h,1.5,0,1,2188,7685,4048,4048,0,1,58,,,lacam_focal_h,1,70,,59,391903,0,516,9057,focal,focal,18,1797,1637,58,1637,1,lacam_tapf,1,,exp1,1637,47,391903,10.0,0,1,1,1,9.105803489685059
1,1,5004,0,50.7873,Paper_symbotic_39_37_gp_5/symbotic_agents_70_test_13,1,8418,51805,15221,0,0,0,0,2026,7,/media/project0/yimin/lacam_tapf_itacbs_data/Paper_symbotic_39_37_gp_5/symbotic_agents_70_test_13.yaml,h,1.5,0,1,1800,15235,5004,5004,0,1,81,,,lacam_dfs,1,70,,82,430895,3,480,9052,dfs,dfs,13,2341,2026,81,2026,1,lacam_tapf,1,,exp1,2026,63,430895,10.0,0,1,1,1,9.11019515991211
1,1,4738,1,49.0448,Paper_symbotic_39_37_gp_5/symbotic_agents_70_test_12,1,0,20585,6352,0,0,2,1,1626,6,/media/project0/yimin/lacam_tapf_itacbs_data/Paper_symbotic_39_37_gp_5/symbotic_agents_70_test_12.yaml,h,1.5,0,1,1615,6353,4738,4738,0,1,58,,,lacam_focal_h,1,70,,2474,401140,1,181,9057,focal,focal,12,1834,1626,58,1626,1,lacam_tapf,1,,exp1,1626,90,401140,10.0,0,1,1,1,9.110761642456055
1,1,5780,1,46.0366,Paper_symbotic_39_37_gp_5/symbotic_agents_60_test_19,1,5994,57962,14431,0,0,2,1,1312,4,/media/project0/yimin/lacam_tapf_itacbs_data/Paper_symbotic_39_37_gp_5/symbotic_agents_60_test_19.yaml,h,1.5,0,1,2658,14432,5780,5780,0,1,56,,,lacam_focal_h,1,60,,57,445230,0,108,9067,focal,focal,19,1536,1312,56,1312,1,lacam_tapf,1,,exp1,1312,22,445230,10.0,0,1,1,1,9.137185096740723
1,1,5218,1,46.6334,Paper_symbotic_39_37_gp_5/symbotic_agents_70_test_10,1,0,23950,6808,0,0,2,1,1607,8,/media/project0/yimin/lacam_tapf_itacbs_data/Paper_symbotic_39_37_gp_5/symbotic_agents_70_test_10.yaml,h,1.5,0,1,1591,6809,5218,5218,0,1,92,,,lacam_focal_h,1,70,,5217,432846,2,270,9057,focal,focal,10,1874,1607,92,1607,1,lacam_tapf,1,,exp1,1705,49,432846,10.0,0,1,1,1,9.115453958511353
1,1,4428,1,57.936,Paper_symbotic_39_37_gp_5/symbotic_agents_70_test_12,1,9,19240,5889,0,0,2,1,1626,6,/media/project0/yimin/lacam_tapf_itacbs_data/Paper_symbotic_39_37_gp_5/symbotic_agents_70_test_12.yaml,h,1.5,0,1,1453,5903,4428,4428,0,1,58,,,lacam_dfs,1,70,,59,372002,1,186,9060,dfs,dfs,12,1834,1626,58,1626,1,lacam_tapf,1,,exp1,1626,91,372002,10.0,0,1,1,1,9.116584062576294
1,1,4155,1,45.1238,Paper_symbotic_39_37_gp_5/symbotic_agents_80_test_2,1,89,18921,6248,0,0,2,1,2650,12,/media/project0/yimin/lacam_tapf_itacbs_data/Paper_symbotic_39_37_gp_5/symbotic_agents_80_test_2.yaml,h,1.5,0,1,2005,6264,4155,4155,0,1,93,,,lacam_dfs,1,80,,94,454614,179,865,9060,dfs,dfs,2,3229,2650,93,2650,1,lacam_tapf,1,,exp1,2650,319,454614,10.0,0,1,1,1,9.11525821685791
1,1,4491,1,41.3002,Paper_symbotic_39_37_gp_5/symbotic_agents_70_test_17,1,4158,35580,10470,0,0,3,1,2073,8,/media/project0/yimin/lacam_tapf_itacbs_data/Paper_symbotic_39_37_gp_5/symbotic_agents_70_test_17.yaml,h,1.5,0,1,1822,10471,4491,4491,0,1,82,,,lacam_focal_h,1,70,,4491,542660,3195,251,9059,focal,focal,17,2222,2073,82,2073,1,lacam_tapf,1,,exp1,2081,122,542660,10.0,0,1,1,1,9.118699073791504
1,1,5136,2,85.6695,Paper_symbotic_39_37_gp_5/symbotic_agents_70_test_6,1,7062,41650,13811,0,0,4,2,2042,8,/media/project0/yimin/lacam_tapf_itacbs_data/Paper_symbotic_39_37_gp_5/symbotic_agents_70_test_6.yaml,h,1.5,0,1,1614,13812,5136,5136,0,1,105,,,lacam_focal_h,1,70,,5136,423734,0,14605,9062,focal,focal,6,2528,2042,105,2042,1,lacam_tapf,1,,exp1,2050,20965,423734,10.0,0,1,1,1,9.130143880844116
1,1,4534,6,49.5956,Paper_symbotic_39_37_gp_5/symbotic_agents_80_test_1,1,2083,25776,7843,0,0,12,6,2189,8,/media/project0/yimin/lacam_tapf_itacbs_data/Paper_symbotic_39_37_gp_5/symbotic_agents_80_test_1.yaml,h,1.5,0,1,1227,7861,4534,4534,0,1,95,,,lacam_dfs,1,80,,96,426521,1,328,9059,dfs,dfs,1,2527,2189,95,2189,1,lacam_tapf,1,,exp1,2189,89,426521,10.0,0,1,1,1,9.117533206939697
1,4,5361,1,57.9432,Paper_symbotic_39_37_gp_5/symbotic_agents_70_test_10,1,4083,39542,11151,0,0,2,1,1607,9,/media/project0/yimin/lacam_tapf_itacbs_data/Paper_symbotic_39_37_gp_5/symbotic_agents_70_test_10.yaml,h,1.5,0,1,1708,11173,5361,5361,0,1,92,,,lacam_dfs,1,70,,93,449816,2,270,9059,dfs,dfs,10,1873,1606,92,1606,1,lacam_tapf,1,,exp1,1704,49,449816,10.0,0,1,1,1,9.124183654785156
1,1,4937,3,50.1457,Paper_symbotic_39_37_gp_5/symbotic_agents_70_test_9,1,0,30841,6301,0,0,6,3,1871,6,/media/project0/yimin/lacam_tapf_itacbs_data/Paper_symbotic_39_37_gp_5/symbotic_agents_70_test_9.yaml,h,1.5,0,1,1365,6302,4937,4937,0,1,68,,,lacam_focal_h,1,70,,4649,399855,2,195,9063,focal,focal,9,2063,1871,68,1871,1,lacam_tapf,1,,exp1,1881,88,399855,10.0,0,1,1,1,9.12469220161438
1,1,5555,7,58.5675,Paper_symbotic_39_37_gp_5/symbotic_agents_70_test_8,1,0,25554,7060,0,0,15,7,1934,8,/media/project0/yimin/lacam_tapf_itacbs_data/Paper_symbotic_39_37_gp_5/symbotic_agents_70_test_8.yaml,h,1.5,0,1,1506,7061,5555,5555,0,1,102,,,lacam_focal_h,1,70,,5554,449486,8,280,9063,focal,focal,8,2152,1934,102,1934,1,lacam_tapf,1,,exp1,1944,72,449486,10.0,0,1,1,1,9.126401424407959
1,1,3618,1164,50.84,Paper_symbotic_39_37_gp_5/symbotic_agents_80_test_6,1,23532,86853,28938,0,0,6,3,2117,10,/media/project0/yimin/lacam_tapf_itacbs_data/Paper_symbotic_39_37_gp_5/symbotic_agents_80_test_6.yaml,h,1.5,0,1,1789,28939,3618,3618,0,1,108,,,lacam_focal_h,1,80,,3618,387721,9,374,9047,focal,focal,6,2347,2117,108,2117,1,lacam_tapf,1,,exp1,2117,135,387721,10.0,0,1,1,1,9.115552425384521
1,1,4939,1,47.9474,Paper_symbotic_39_37_gp_5/symbotic_agents_70_test_16,1,2496,30188,9302,0,0,2,1,1397,4,/media/project0/yimin/lacam_tapf_itacbs_data/Paper_symbotic_39_37_gp_5/symbotic_agents_70_test_16.yaml,h,1.5,0,1,1868,9303,4939,4939,0,1,58,,,lacam_focal_h,1,70,,60,432470,1,169,9062,focal,focal,16,1526,1397,58,1397,1,lacam_tapf,1,,exp1,1397,30,432470,10.0,0,1,1,1,9.122694492340088
1,1,3783,4,44.1884,Paper_symbotic_39_37_gp_5/symbotic_agents_80_test_8,1,18550,74706,24880,0,0,9,4,2431,9,/media/project0/yimin/lacam_tapf_itacbs_data/Paper_symbotic_39_37_gp_5/symbotic_agents_80_test_8.yaml,h,1.5,0,1,2548,24881,3783,3783,0,1,85,,,lacam_focal_h,1,80,,3783,458619,494,2453,9048,focal,focal,8,2721,2431,85,2431,1,lacam_tapf,1,,exp1,2431,665,458619,10.0,0,1,1,1,9.11330246925354
1,1,5660,4,55.0222,Paper_symbotic_39_37_gp_5/symbotic_agents_70_test_2,1,5508,49761,12920,0,0,8,4,1951,6,/media/project0/yimin/lacam_tapf_itacbs_data/Paper_symbotic_39_37_gp_5/symbotic_agents_70_test_2.yaml,h,1.5,0,1,1753,12940,5660,5660,0,1,85,,,lacam_dfs,1,70,,86,473496,0,246,9074,dfs,dfs,2,2152,1951,85,1951,1,lacam_tapf,1,,exp1,1951,96,473496,10.0,0,1,1,1,9.147883176803589
1,1,4203,2,64.6454,Paper_symbotic_39_37_gp_5/symbotic_agents_80_test_5,1,21891,103231,27773,0,0,4,2,2441,10,/media/project0/yimin/lacam_tapf_itacbs_data/Paper_symbotic_39_37_gp_5/symbotic_agents_80_test_5.yaml,h,1.5,0,1,1680,27791,4203,4203,0,1,112,,,lacam_dfs,1,80,,113,427555,36,385,9046,dfs,dfs,5,2922,2441,112,2441,1,lacam_tapf,1,,exp1,2499,125,427555,10.0,0,1,1,1,9.119524717330933
1,1,4226,0,41.3242,Paper_symbotic_39_37_gp_5/symbotic_agents_70_test_4,1,25234,127313,31193,0,0,0,0,1868,5,/media/project0/yimin/lacam_tapf_itacbs_data/Paper_symbotic_39_37_gp_5/symbotic_agents_70_test_4.yaml,h,1.5,0,1,1734,31200,4226,4226,0,1,76,,,lacam_dfs,1,70,,77,369149,34,663,9058,dfs,dfs,4,2045,1868,76,1868,1,lacam_tapf,1,,exp1,1868,113,369149,10.0,0,1,1,1,9.138710260391235
1,1,4700,2,51.8869,Paper_symbotic_39_37_gp_5/symbotic_agents_80_test_7,1,25,24547,5927,0,0,5,2,1831,7,/media/project0/yimin/lacam_tapf_itacbs_data/Paper_symbotic_39_37_gp_5/symbotic_agents_80_test_7.yaml,h,1.5,0,1,1203,5928,4700,4700,0,1,66,,,lacam_focal_h,1,80,,4700,438664,0,231,9060,focal,focal,7,2153,1831,66,1831,1,lacam_tapf,1,,exp1,1836,106,438664,10.0,0,1,1,1,9.118003129959106
1,1,5270,2,77.6962,Paper_symbotic_39_37_gp_5/symbotic_agents_70_test_14,1,0,23507,6800,0,0,5,2,1606,4,/media/project0/yimin/lacam_tapf_itacbs_data/Paper_symbotic_39_37_gp_5/symbotic_agents_70_test_14.yaml,h,1.5,0,1,1531,6813,5270,5270,0,1,45,,,lacam_dfs,1,70,,46,434082,0,187,9066,dfs,dfs,14,1750,1606,45,1606,1,lacam_tapf,1,,exp1,1606,24,434082,10.0,0,1,1,1,9.126339673995972
1,1,4426,2,62.6081,Paper_symbotic_39_37_gp_5/symbotic_agents_80_test_5,1,2745,26388,8765,0,0,4,2,2441,10,/media/project0/yimin/lacam_tapf_itacbs_data/Paper_symbotic_39_37_gp_5/symbotic_agents_80_test_5.yaml,h,1.5,0,1,1595,8766,4426,4426,0,1,112,,,lacam_focal_h,1,80,,4426,438923,0,384,9061,focal,focal,5,2922,2441,112,2441,1,lacam_tapf,1,,exp1,2499,157,438923,10.0,0,1,1,1,9.119221687316895
1,1,4482,2,67.9372,Paper_symbotic_39_37_gp_5/symbotic_agents_70_test_6,1,13756,74009,19744,0,0,4,2,2042,9,/media/project0/yimin/lacam_tapf_itacbs_data/Paper_symbotic_39_37_gp_5/symbotic_agents_70_test_6.yaml,h,1.5,0,1,1507,19766,4482,4482,0,1,105,,,lacam_dfs,1,70,,106,377004,0,605,9063,dfs,dfs,6,2528,2042,105,2042,1,lacam_tapf,1,,exp1,2050,128,377004,10.0,0,1,1,1,9.13620400428772
1,147,4981,4,46.1176,Paper_symbotic_39_37_gp_5/symbotic_agents_70_test_11,1,9925,53195,17462,0,0,4,2,1936,5,/media/project0/yimin/lacam_tapf_itacbs_data/Paper_symbotic_39_37_gp_5/symbotic_agents_70_test_11.yaml,h,1.5,0,1,2557,17540,4981,4981,0,2,92,,,lacam_dfs,1,70,,93,478827,10,382,9061,dfs,dfs,11,2299,1932,92,1932,1,lacam_tapf,1,,exp1,2016,294,478827,10.0,0,1,1,1,9.128272771835327
1,1,5043,1618,51.0865,Paper_symbotic_39_37_gp_5/symbotic_agents_80_test_6,1,3768,32256,10648,0,0,6,3,2117,8,/media/project0/yimin/lacam_tapf_itacbs_data/Paper_symbotic_39_37_gp_5/symbotic_agents_80_test_6.yaml,h,1.5,0,1,1838,10667,5043,5043,0,1,108,,,lacam_dfs,1,80,,109,505240,9,1113,9060,dfs,dfs,6,2347,2117,108,2117,1,lacam_tapf,1,,exp1,2117,152,505240,10.0,0,1,1,1,9.120205879211426
1,1,5104,27,51.3675,Paper_symbotic_39_37_gp_5/symbotic_agents_70_test_1,1,11455,83970,18130,0,0,78,27,2227,13,/media/project0/yimin/lacam_tapf_itacbs_data/Paper_symbotic_39_37_gp_5/symbotic_agents_70_test_1.yaml,h,1.5,0,1,1572,18144,5104,5104,0,1,142,,,lacam_dfs,1,70,,143,548435,2196,458,9069,dfs,dfs,1,2777,2227,142,2227,1,lacam_tapf,1,,exp1,2232,138,548435,10.0,0,1,1,1,9.151720762252808
1,1,5657,2,61.2326,Paper_symbotic_39_37_gp_5/symbotic_agents_70_test_5,1,5638,40450,12577,0,0,4,2,1862,7,/media/project0/yimin/lacam_tapf_itacbs_data/Paper_symbotic_39_37_gp_5/symbotic_agents_70_test_5.yaml,h,1.5,0,1,1283,12585,5657,5657,0,1,85,,,lacam_dfs,1,70,,86,547407,3318,4762,9070,dfs,dfs,5,2179,1862,85,1862,1,lacam_tapf,1,,exp1,1862,60,547407,10.0,0,1,1,1,9.141368865966797
1,1,4894,1,49.9404,Paper_symbotic_39_37_gp_5/symbotic_agents_70_test_17,1,9978,73169,17273,0,0,3,1,2073,7,/media/project0/yimin/lacam_tapf_itacbs_data/Paper_symbotic_39_37_gp_5/symbotic_agents_70_test_17.yaml,h,1.5,0,1,2402,17294,4894,4894,0,1,82,,,lacam_dfs,1,70,,83,612906,3149,251,9060,dfs,dfs,17,2222,2073,82,2073,1,lacam_tapf,1,,exp1,2081,103,612906,10.0,0,1,1,1,9.126772165298462
1,1,5592,2,88.4579,Paper_symbotic_39_37_gp_5/symbotic_agents_70_test_14,1,0,24719,7204,0,0,5,2,1606,5,/media/project0/yimin/lacam_tapf_itacbs_data/Paper_symbotic_39_37_gp_5/symbotic_agents_70_test_14.yaml,h,1.5,0,1,1613,7205,5592,5592,0,1,45,,,lacam_focal_h,1,70,,46,459534,0,187,9066,focal,focal,14,1750,1606,45,1606,1,lacam_tapf,1,,exp1,1606,24,459534,10.0,0,1,1,1,9.129119396209717
1,26,5062,0,50.5558,Paper_symbotic_39_37_gp_5/symbotic_agents_80_test_4,1,1644,33683,8486,0,0,0,0,1870,6,/media/project0/yimin/lacam_tapf_itacbs_data/Paper_symbotic_39_37_gp_5/symbotic_agents_80_test_4.yaml,h,1.5,0,1,1781,8487,5062,5062,0,1,59,,,lacam_focal_h,1,80,,77,503376,0,2253,9061,focal,focal,4,2062,1868,59,1868,1,lacam_tapf,1,,exp1,1868,206,503376,10.0,0,1,1,1,9.123496055603027
1,1,5561,2,47.024,Paper_symbotic_39_37_gp_5/symbotic_agents_70_test_15,1,727,27421,8320,0,0,6,2,1920,7,/media/project0/yimin/lacam_tapf_itacbs_data/Paper_symbotic_39_37_gp_5/symbotic_agents_70_test_15.yaml,h,1.5,0,1,2033,8336,5561,5561,0,1,75,,,lacam_dfs,1,70,,76,479327,3,275,9068,dfs,dfs,15,2156,1920,75,1920,1,lacam_tapf,1,,exp1,1921,53,479327,10.0,0,1,1,1,9.12953233718872
1,1,5406,5,96.778,Paper_symbotic_39_37_gp_5/symbotic_agents_80_test_0,1,1458,23839,7641,0,0,10,5,2646,9,/media/project0/yimin/lacam_tapf_itacbs_data/Paper_symbotic_39_37_gp_5/symbotic_agents_80_test_0.yaml,h,1.5,0,1,778,7642,5406,5406,0,1,94,,,lacam_focal_h,1,80,,5406,454192,4,1193,9064,focal,focal,0,3006,2646,94,2646,1,lacam_tapf,1,,exp1,2676,6243,454192,10.0,0,1,1,1,9.126198768615723
1,1,5259,3,50.5295,Paper_symbotic_39_37_gp_5/symbotic_agents_70_test_9,1,3,32856,6709,0,0,6,3,1871,6,/media/project0/yimin/lacam_tapf_itacbs_data/Paper_symbotic_39_37_gp_5/symbotic_agents_70_test_9.yaml,h,1.5,0,1,1448,6718,5259,5259,0,1,68,,,lacam_dfs,1,70,,69,425454,2,195,9072,dfs,dfs,9,2063,1871,68,1871,1,lacam_tapf,1,,exp1,1881,88,425454,10.0,0,1,1,1,9.133307695388794
1,1,5866,1,49.678,Paper_symbotic_39_37_gp_5/symbotic_agents_70_test_16,1,3684,37463,11727,0,0,2,1,1397,6,/media/project0/yimin/lacam_tapf_itacbs_data/Paper_symbotic_39_37_gp_5/symbotic_agents_70_test_16.yaml,h,1.5,0,1,2178,11750,5866,5866,0,1,58,,,lacam_dfs,1,70,,59,510401,1,169,9064,dfs,dfs,16,1526,1397,58,1397,1,lacam_tapf,1,,exp1,1397,30,510401,10.0,0,1,1,1,9.129528045654297
1,26,5328,0,49.1924,Paper_symbotic_39_37_gp_5/symbotic_agents_80_test_4,1,1721,34985,8920,0,0,0,0,1870,7,/media/project0/yimin/lacam_tapf_itacbs_data/Paper_symbotic_39_37_gp_5/symbotic_agents_80_test_4.yaml,h,1.5,0,1,1872,8978,5328,5328,0,1,59,,,lacam_dfs,1,80,,60,529080,0,2253,9059,dfs,dfs,4,2062,1868,59,1868,1,lacam_tapf,1,,exp1,1868,206,529080,10.0,0,1,1,1,9.124619722366333
1,11,5224,7,52.5974,Paper_symbotic_39_37_gp_5/symbotic_agents_70_test_19,1,5,30814,6587,0,0,16,7,2057,17,/media/project0/yimin/lacam_tapf_itacbs_data/Paper_symbotic_39_37_gp_5/symbotic_agents_70_test_19.yaml,h,1.5,0,1,1359,6588,5224,5224,0,1,71,,,lacam_focal_h,1,70,,4850,423998,4,732,9065,focal,focal,19,2002,1773,71,1773,1,lacam_tapf,1,,exp1,1793,96,423998,10.0,0,1,1,1,9.124733686447144
1,1,3873,1,46.0135,Paper_symbotic_39_37_gp_5/symbotic_agents_70_test_11,1,32749,128931,38571,0,0,2,1,1936,7,/media/project0/yimin/lacam_tapf_itacbs_data/Paper_symbotic_39_37_gp_5/symbotic_agents_70_test_11.yaml,h,1.5,0,1,1950,38572,3873,3873,0,1,92,,,lacam_focal_h,1,70,,3873,360557,1,800,9051,focal,focal,11,2303,1936,92,1936,1,lacam_tapf,1,,exp1,1936,1259,360557,10.0,0,1,1,1,9.131754398345947
1,1,4808,27,47.9101,Paper_symbotic_39_37_gp_5/symbotic_agents_70_test_1,1,8147,49272,14561,0,0,78,27,2227,11,/media/project0/yimin/lacam_tapf_itacbs_data/Paper_symbotic_39_37_gp_5/symbotic_agents_70_test_1.yaml,h,1.5,0,1,1607,14562,4808,4808,0,1,142,,,lacam_focal_h,1,70,,4808,403397,1,442,9079,focal,focal,1,2777,2227,142,2227,1,lacam_tapf,1,,exp1,2232,98,403397,10.0,0,1,1,1,9.153053045272827
1,1,5764,7,47.4349,Paper_symbotic_39_37_gp_5/symbotic_agents_70_test_19,1,7,35065,7273,0,0,16,7,2057,12,/media/project0/yimin/lacam_tapf_itacbs_data/Paper_symbotic_39_37_gp_5/symbotic_agents_70_test_19.yaml,h,1.5,0,1,1503,7279,5764,5764,0,1,157,,,lacam_dfs,1,70,,158,468961,4,1092,9070,dfs,dfs,19,2618,2057,157,2057,1,lacam_tapf,1,,exp1,2077,100,468961,10.0,0,1,1,1,9.127729654312134
1,1,4666,6,60.2276,Paper_symbotic_39_37_gp_5/symbotic_agents_80_test_1,1,8595,48700,14571,0,0,12,6,2189,9,/media/project0/yimin/lacam_tapf_itacbs_data/Paper_symbotic_39_37_gp_5/symbotic_agents_80_test_1.yaml,h,1.5,0,1,1311,14572,4666,4666,0,1,95,,,lacam_focal_h,1,80,,4666,438751,1,327,9067,focal,focal,1,2527,2189,95,2189,1,lacam_tapf,1,,exp1,2189,90,438751,10.0,0,1,1,1,9.12755012512207
1,1,5932,1187,61.3081,Paper_symbotic_39_37_gp_5/symbotic_agents_70_test_7,1,5952,58599,14936,0,0,6,3,2095,6,/media/project0/yimin/lacam_tapf_itacbs_data/Paper_symbotic_39_37_gp_5/symbotic_agents_70_test_7.yaml,h,1.5,0,1,3053,14937,5932,5932,0,1,72,,,lacam_focal_h,1,70,,5932,592041,1532,5538,9066,focal,focal,7,2393,2095,72,2095,1,lacam_tapf,1,,exp1,2095,7679,592041,10.0,0,1,1,1,9.136281967163086
