anytime,anytime_cost_updates,assignment_calls,assignment_changes,assignment_time_ms,case_id,collision_free,constraint_failures,constraints_generated,constraints_popped,exit_code,external_timed_out,final_agent_assignment_changes,final_assignment_changes,first_solution_cost,first_solution_time_ms,fixture_file,focal_tie_break,focal_weight,force_full_assignment,goal_valid,hl_duplicate_configs,hl_loop_iterations,hl_nodes_created,hl_nodes_explored,hl_reinsertions,incumbent_updates,makespan,map_file,matrix_file,method,moves_valid,num_agents,num_unique_tasks,open_max_size,pibt_calls,pibt_failures,pibt_recursions,runtime_ms,search_mode,search_mode_arg,seed,soc,solution_cost,solution_depth,solution_parent_edge_cost,solved,solver,start_valid,stderr,suite,sum_of_loss,swap_applied,swap_checks,time_limit,timed_out,unique_goal_assignment,valid_instance,valid_solution,wall_time_s
1,1,49,0,0.1987,Paper_symbotic_39_37_gp_5/symbotic_agents_10_test_0,1,0,197,48,0,0,0,0,177,0,/media/project0/yimin/lacam_tapf_itacbs_data/Paper_symbotic_39_37_gp_5/symbotic_agents_10_test_0.yaml,h,1.5,0,1,0,49,49,49,0,1,48,,,lacam_focal_h,1,10,,49,480,0,0,0,focal,focal,0,177,177,48,177,1,lacam_tapf,1,,exp1,177,0,480,10.0,0,1,1,1,0.006706714630126953
1,10,29,0,0.255344,Paper_symbotic_39_37_gp_5/symbotic_agents_10_test_1,1,0,121,29,0,0,0,0,154,0,/media/project0/yimin/lacam_tapf_itacbs_data/Paper_symbotic_39_37_gp_5/symbotic_agents_10_test_1.yaml,h,1.5,0,1,1,31,29,29,0,1,27,,,lacam_focal_h,1,10,,29,289,0,1,0,focal,focal,1,152,152,27,152,1,lacam_tapf,1,,exp1,152,0,289,10.0,0,1,1,1,0.007745027542114258
1,1,49,0,0.333605,Paper_symbotic_39_37_gp_5/symbotic_agents_10_test_0,1,0,197,48,0,0,0,0,177,0,/media/project0/yimin/lacam_tapf_itacbs_data/Paper_symbotic_39_37_gp_5/symbotic_agents_10_test_0.yaml,h,1.5,0,1,0,49,49,49,0,1,48,,,lacam_dfs,1,10,,49,480,0,0,0,dfs,dfs,0,177,177,48,177,1,lacam_tapf,1,,exp1,177,0,480,10.0,0,1,1,1,0.009634733200073242
1,10,29,0,0.191045,Paper_symbotic_39_37_gp_5/symbotic_agents_10_test_1,1,0,121,29,0,0,0,0,154,0,/media/project0/yimin/lacam_tapf_itacbs_data/Paper_symbotic_39_37_gp_5/symbotic_agents_10_test_1.yaml,h,1.5,0,1,1,41,29,29,0,1,27,,,lacam_dfs,1,10,,28,289,0,1,0,dfs,dfs,1,152,152,27,152,1,lacam_tapf,1,,exp1,152,0,289,10.0,0,1,1,1,0.008229255676269531
1,1,39,0,0.29461,Paper_symbotic_39_37_gp_5/symbotic_agents_10_test_3,1,0,155,38,0,0,0,0,196,0,/media/project0/yimin/lacam_tapf_itacbs_data/Paper_symbotic_39_37_gp_5/symbotic_agents_10_test_3.yaml,h,1.5,0,1,0,39,39,39,0,1,38,,,lacam_dfs,1,10,,39,380,0,0,0,dfs,dfs,3,196,196,38,196,1,lacam_tapf,1,,exp1,196,0,380,10.0,0,1,1,1,0.008543252944946289
1,2,52,1,0.318957,Paper_symbotic_39_37_gp_5/symbotic_agents_10_test_6,1,0,175,51,0,0,2,1,205,0,/media/project0/yimin/lacam_tapf_itacbs_data/Paper_symbotic_39_37_gp_5/symbotic_agents_10_test_6.yaml,h,1.5,0,1,0,53,52,52,0,2,27,,,lacam_focal_h,1,10,,52,499,0,1,0,focal,focal,6,170,167,27,167,1,lacam_tapf,1,,exp1,170,10,499,10.0,0,1,1,1,0.008882284164428711
1,1,39,0,0.3785,Paper_symbotic_39_37_gp_5/symbotic_agents_10_test_3,1,0,155,38,0,0,0,0,196,0,/media/project0/yimin/lacam_tapf_itacbs_data/Paper_symbotic_39_37_gp_5/symbotic_agents_10_test_3.yaml,h,1.5,0,1,0,39,39,39,0,1,38,,,lacam_focal_h,1,10,,39,380,0,0,0,focal,focal,3,196,196,38,196,1,lacam_tapf,1,,exp1,196,0,380,10.0,0,1,1,1,0.009660959243774414
1,1,35,0,0.171069,Paper_symbotic_39_37_gp_5/symbotic_agents_10_test_14,1,0,141,34,0,0,0,0,179,0,/media/project0/yimin/lacam_tapf_itacbs_data/Paper_symbotic_39_37_gp_5/symbotic_agents_10_test_14.yaml,h,1.5,0,1,0,35,35,35,0,1,34,,,lacam_focal_h,1,10,,35,340,0,2,0,focal,focal,14,179,179,34,179,1,lacam_tapf,1,,exp1,179,0,340,10.0,0,1,1,1,0.0070803165435791016
1,1,25,0,0.158819,Paper_symbotic_39_37_gp_5/symbotic_agents_10_test_9,1,0,89,24,0,0,0,0,154,0,/media/project0/yimin/lacam_tapf_itacbs_data/Paper_symbotic_39_37_gp_5/symbotic_agents_10_test_9.yaml,h,1.5,0,1,0,25,25,25,0,1,24,,,lacam_focal_h,1,10,,25,240,0,0,0,focal,focal,9,154,154,24,154,1,lacam_tapf,1,,exp1,154,0,240,10.0,0,1,1,1,0.009607315063476562
1,1,25,0,0.348071,Paper_symbotic_39_37_gp_5/symbotic_agents_10_test_9,1,0,89,24,0,0,0,0,154,0,/media/project0/yimin/lacam_tapf_itacbs_data/Paper_symbotic_39_37_gp_5/symbotic_agents_10_test_9.yaml,h,1.5,0,1,0,25,25,25,0,1,24,,,lacam_dfs,1,10,,25,240,0,0,0,dfs,dfs,9,154,154,24,154,1,lacam_tapf,1,,exp1,154,0,240,10.0,0,1,1,1,0.010258913040161133
1,1,39,0,0.291261,Paper_symbotic_39_37_gp_5/symbotic_agents_10_test_10,1,0,158,38,0,0,0,0,197,0,/media/project0/yimin/lacam_tapf_itacbs_data/Paper_symbotic_39_37_gp_5/symbotic_agents_10_test_10.yaml,h,1.5,0,1,0,39,39,39,0,1,38,,,lacam_dfs,1,10,,39,380,0,0,0,dfs,dfs,10,197,197,38,197,1,lacam_tapf,1,,exp1,197,0,380,10.0,0,1,1,1,0.010232925415039062
1,1,35,0,0.252799,Paper_symbotic_39_37_gp_5/symbotic_agents_10_test_14,1,0,141,34,0,0,0,0,179,0,/media/project0/yimin/lacam_tapf_itacbs_data/Paper_symbotic_39_37_gp_5/symbotic_agents_10_test_14.yaml,h,1.5,0,1,0,35,35,35,0,1,34,,,lacam_dfs,1,10,,35,340,0,2,0,dfs,dfs,14,179,179,34,179,1,lacam_tapf,1,,exp1,179,0,340,10.0,0,1,1,1,0.009353160858154297
1,1,38,0,0.256779,Paper_symbotic_39_37_gp_5/symbotic_agents_10_test_17,1,0,140,37,0,0,0,0,157,0,/media/project0/yimin/lacam_tapf_itacbs_data/Paper_symbotic_39_37_gp_5/symbotic_agents_10_test_17.yaml,h,1.5,0,1,0,38,38,38,0,1,37,,,lacam_dfs,1,10,,38,370,0,0,0,dfs,dfs,17,157,157,37,157,1,lacam_tapf,1,,exp1,157,0,370,10.0,0,1,1,1,0.00858616828918457
1,1,39,0,0.394443,Paper_symbotic_39_37_gp_5/symbotic_agents_10_test_10,1,0,158,38,0,0,0,0,197,0,/media/project0/yimin/lacam_tapf_itacbs_data/Paper_symbotic_39_37_gp_5/symbotic_agents_10_test_10.yaml,h,1.5,0,1,0,39,39,39,0,1,38,,,lacam_focal_h,1,10,,39,380,0,0,1,focal,focal,10,197,197,38,197,1,lacam_tapf,1,,exp1,197,0,380,10.0,0,1,1,1,0.010631799697875977
1,1,40,0,0.251079,Paper_symbotic_39_37_gp_5/symbotic_agents_10_test_16,1,0,146,39,0,0,0,0,205,0,/media/project0/yimin/lacam_tapf_itacbs_data/Paper_symbotic_39_37_gp_5/symbotic_agents_10_test_16.yaml,h,1.5,0,1,0,40,40,40,0,1,39,,,lacam_focal_h,1,10,,40,390,0,0,0,focal,focal,16,205,205,39,205,1,lacam_tapf,1,,exp1,205,0,390,10.0,0,1,1,1,0.009523153305053711
1,1,38,0,0.380973,Paper_symbotic_39_37_gp_5/symbotic_agents_10_test_17,1,0,140,37,0,0,0,0,157,0,/media/project0/yimin/lacam_tapf_itacbs_data/Paper_symbotic_39_37_gp_5/symbotic_agents_10_test_17.yaml,h,1.5,0,1,0,38,38,38,0,1,37,,,lacam_focal_h,1,10,,38,370,0,0,0,focal,focal,17,157,157,37,157,1,lacam_tapf,1,,exp1,157,0,370,10.0,0,1,1,1,0.009611845016479492
1,1,40,0,0.664671,Paper_symbotic_39_37_gp_5/symbotic_agents_10_test_16,1,0,146,39,0,0,0,0,205,1,/media/project0/yimin/lacam_tapf_itacbs_data/Paper_symbotic_39_37_gp_5/symbotic_agents_10_test_16.yaml,h,1.5,0,1,0,40,40,40,0,1,39,,,lacam_dfs,1,10,,40,390,0,0,1,dfs,dfs,16,205,205,39,205,1,lacam_tapf,1,,exp1,205,0,390,10.0,0,1,1,1,0.010634422302246094
1,2,1487,136,4.64326,Paper_symbotic_39_37_gp_5/symbotic_agents_10_test_4,1,0,7853,1877,0,0,2,1,169,0,/media/project0/yimin/lacam_tapf_itacbs_data/Paper_symbotic_39_37_gp_5/symbotic_agents_10_test_4.yaml,h,1.5,0,1,391,1879,1487,1487,0,2,28,,,lacam_focal_h,1,10,,47,9281,0,0,35,focal,focal,4,168,168,28,168,1,lacam_tapf,1,,exp1,168,0,9281,10.0,0,1,1,1,0.0434260368347168
1,2,1487,136,4.86081,Paper_symbotic_39_37_gp_5/symbotic_agents_10_test_4,1,0,7853,1877,0,0,2,1,169,0,/media/project0/yimin/lacam_tapf_itacbs_data/Paper_symbotic_39_37_gp_5/symbotic_agents_10_test_4.yaml,h,1.5,0,1,391,1897,1487,1487,0,2,28,,,lacam_dfs,1,10,,29,9281,0,0,35,dfs,dfs,4,168,168,28,168,1,lacam_tapf,1,,exp1,168,0,9281,10.0,0,1,1,1,0.04411816596984863
1,1,7002,0,34.4638,Paper_symbotic_39_37_gp_5/symbotic_agents_20_test_2,1,2511,40987,12342,0,0,0,0,358,0,/media/project0/yimin/lacam_tapf_itacbs_data/Paper_symbotic_39_37_gp_5/symbotic_agents_20_test_2.yaml,h,1.5,0,1,2830,12343,7002,7002,0,1,33,,,lacam_focal_h,1,20,,34,129568,0,7,9086,focal,focal,2,381,358,33,358,1,lacam_tapf,1,,exp1,358,0,129568,10.0,0,1,1,1,9.110069274902344
1,1,6584,0,34.2425,Paper_symbotic_39_37_gp_5/symbotic_agents_30_test_1,1,1620,40588,11169,0,0,0,0,608,2,/media/project0/yimin/lacam_tapf_itacbs_data/Paper_symbotic_39_37_gp_5/symbotic_agents_30_test_1.yaml,h,1.5,0,1,2966,11170,6584,6584,0,1,69,,,lacam_focal_h,1,30,,6584,222191,0,13,9079,focal,focal,1,649,608,69,608,1,lacam_tapf,1,,exp1,608,24,222191,10.0,0,1,1,1,9.106346368789673
1,1,5491,1,35.3516,Paper_symbotic_39_37_gp_5/symbotic_agents_30_test_10,1,1794,30048,9951,0,0,2,1,616,2,/media/project0/yimin/lacam_tapf_itacbs_data/Paper_symbotic_39_37_gp_5/symbotic_agents_30_test_10.yaml,h,1.5,0,1,2667,9952,5491,5491,0,1,51,,,lacam_focal_h,1,30,,5363,185148,0,41,9075,focal,focal,10,646,616,51,616,1,lacam_tapf,1,,exp1,626,18,185148,10.0,0,1,1,1,9.101139307022095
1,1,5966,0,58.693,Paper_symbotic_39_37_gp_5/symbotic_agents_30_test_3,1,14759,75209,22465,0,0,0,0,668,2,/media/project0/yimin/lacam_tapf_itacbs_data/Paper_symbotic_39_37_gp_5/symbotic_agents_30_test_3.yaml,h,1.5,0,1,1741,22466,5966,5966,0,1,69,,,lacam_focal_h,1,30,,5966,173077,1,141,9082,focal,focal,3,681,668,69,668,1,lacam_tapf,1,,exp1,668,17,173077,10.0,0,1,1,1,9.111871242523193
1,1,6243,0,33.083,Paper_symbotic_39_37_gp_5/symbotic_agents_30_test_11,1,5136,44009,14636,0,0,0,0,624,2,/media/project0/yimin/lacam_tapf_itacbs_data/Paper_symbotic_39_37_gp_5/symbotic_agents_30_test_11.yaml,h,1.5,0,1,3258,14654,6243,6243,0,1,50,,,lacam_dfs,1,30,,51,214436,0,31,9083,dfs,dfs,11,639,624,50,624,1,lacam_tapf,1,,exp1,624,85,214436,10.0,0,1,1,1,9.110385179519653
1,1,6046,1,41.3882,Paper_symbotic_39_37_gp_5/symbotic_agents_30_test_10,1,2,27142,9017,0,0,2,1,616,2,/media/project0/yimin/lacam_tapf_itacbs_data/Paper_symbotic_39_37_gp_5/symbotic_agents_30_test_10.yaml,h,1.5,0,1,2970,9029,6046,6046,0,1,51,,,lacam_dfs,1,30,,52,206890,0,41,9088,dfs,dfs,10,646,616,51,616,1,lacam_tapf,1,,exp1,626,14,206890,10.0,0,1,1,1,9.11850881576538
1,1,7615,0,34.7038,Paper_symbotic_39_37_gp_5/symbotic_agents_10_test_13,1,8256,73762,18593,0,0,0,0,229,0,/media/project0/yimin/lacam_tapf_itacbs_data/Paper_symbotic_39_37_gp_5/symbotic_agents_10_test_13.yaml,h,1.5,0,1,2723,18594,7615,7615,0,1,52,,,lacam_focal_h,1,10,,7615,27628,0,1,9102,focal,focal,13,241,229,52,229,1,lacam_tapf,1,,exp1,229,9,27628,10.0,0,1,1,1,9.131489515304565
1,1,7822,0,39.7459,Paper_symbotic_39_37_gp_5/symbotic_agents_20_test_1,1,3853,59965,14787,0,0,0,0,366,0,/media/project0/yimin/lacam_tapf_itacbs_data/Paper_symbotic_39_37_gp_5/symbotic_agents_20_test_1.yaml,h,1.5,0,1,3113,14802,7822,7822,0,1,44,,,lacam_dfs,1,20,,45,142485,0,7,9098,dfs,dfs,1,373,366,44,366,1,lacam_tapf,1,,exp1,366,15,142485,10.0,0,1,1,1,9.132652997970581
1,1,6671,0,39.7567,Paper_symbotic_39_37_gp_5/symbotic_agents_30_test_0,1,9350,59423,18400,0,0,0,0,711,2,/media/project0/yimin/lacam_tapf_itacbs_data/Paper_symbotic_39_37_gp_5/symbotic_agents_30_test_0.yaml,h,1.5,0,1,2380,18418,6671,6671,0,1,62,,,lacam_dfs,1,30,,63,212138,0,97,9087,dfs,dfs,0,716,711,62,711,1,lacam_tapf,1,,exp1,711,62,212138,10.0,0,1,1,1,9.12529444694519
1,1,6693,0,32.1744,Paper_symbotic_39_37_gp_5/symbotic_agents_20_test_3,1,5618,57493,15784,0,0,0,0,405,1,/media/project0/yimin/lacam_tapf_itacbs_data/Paper_symbotic_39_37_gp_5/symbotic_agents_20_test_3.yaml,h,1.5,0,1,3474,15789,6693,6693,0,1,43,,,lacam_dfs,1,20,,44,128696,0,27,9100,dfs,dfs,3,437,405,43,405,1,lacam_tapf,1,,exp1,405,11,128696,10.0,0,1,1,1,9.136592626571655
1,1,7786,0,34.2292,Paper_symbotic_39_37_gp_5/symbotic_agents_20_test_6,1,267,36503,11816,0,0,0,0,424,1,/media/project0/yimin/lacam_tapf_itacbs_data/Paper_symbotic_39_37_gp_5/symbotic_agents_20_test_6.yaml,h,1.5,0,1,3764,11817,7786,7786,0,1,40,,,lacam_focal_h,1,20,,49,156933,0,71,9102,focal,focal,6,428,424,40,424,1,lacam_tapf,1,,exp1,424,839,156933,10.0,0,1,1,1,9.137316703796387
1,1,5918,0,43.1087,Paper_symbotic_39_37_gp_5/symbotic_agents_30_test_9,1,1335,40094,10128,0,0,0,0,531,2,/media/project0/yimin/lacam_tapf_itacbs_data/Paper_symbotic_39_37_gp_5/symbotic_agents_30_test_9.yaml,h,1.5,0,1,2876,10129,5918,5918,0,1,48,,,lacam_focal_h,1,30,,49,209159,1,45,9093,focal,focal,9,531,531,48,531,1,lacam_tapf,1,,exp1,531,0,209159,10.0,0,1,1,1,9.129394292831421
1,2,6462,1067,37.7543,Paper_symbotic_39_37_gp_5/symbotic_agents_30_test_2,1,8118,63121,18036,0,0,2,1,545,1,/media/project0/yimin/lacam_tapf_itacbs_data/Paper_symbotic_39_37_gp_5/symbotic_agents_30_test_2.yaml,h,1.5,0,1,3457,18038,6462,6462,0,2,37,,,lacam_focal_h,1,30,,84,226884,0,62,9093,focal,focal,2,576,538,37,538,1,lacam_tapf,1,,exp1,558,55,226884,10.0,0,1,1,1,9.134799718856812
1,1,7503,0,29.8985,Paper_symbotic_39_37_gp_5/symbotic_agents_20_test_2,1,3015,46011,13598,0,0,0,0,358,0,/media/project0/yimin/lacam_tapf_itacbs_data/Paper_symbotic_39_37_gp_5/symbotic_agents_20_test_2.yaml,h,1.5,0,1,3081,13601,7503,7503,0,1,33,,,lacam_dfs,1,20,,34,138592,0,7,9106,dfs,dfs,2,381,358,33,358,1,lacam_tapf,1,,exp1,358,0,138592,10.0,0,1,1,1,9.144972324371338
1,1,7574,0,34.9522,Paper_symbotic_39_37_gp_5/symbotic_agents_20_test_13,1,2300,55636,12366,0,0,0,0,370,1,/media/project0/yimin/lacam_tapf_itacbs_data/Paper_symbotic_39_37_gp_5/symbotic_agents_20_test_13.yaml,h,1.5,0,1,2493,12377,7574,7574,0,1,34,,,lacam_dfs,1,20,,35,139914,0,9,9100,dfs,dfs,13,406,370,34,370,1,lacam_tapf,1,,exp1,370,7,139914,10.0,0,1,1,1,9.142679452896118
1,1,6494,0,44.0322,Paper_symbotic_39_37_gp_5/symbotic_agents_30_test_9,1,1335,44409,10991,0,0,0,0,531,1,/media/project0/yimin/lacam_tapf_itacbs_data/Paper_symbotic_39_37_gp_5/symbotic_agents_30_test_9.yaml,h,1.5,0,1,3163,11017,6494,6494,0,1,48,,,lacam_dfs,1,30,,49,229008,1,45,9095,dfs,dfs,9,531,531,48,531,1,lacam_tapf,1,,exp1,531,0,229008,10.0,0,1,1,1,9.136481761932373
1,1,8037,2471,51.3772,Paper_symbotic_39_37_gp_5/symbotic_agents_20_test_16,1,0,32465,9872,0,0,0,0,324,1,/media/project0/yimin/lacam_tapf_itacbs_data/Paper_symbotic_39_37_gp_5/symbotic_agents_20_test_16.yaml,h,1.5,0,1,1836,9885,8037,8037,0,1,29,,,lacam_dfs,1,20,,30,137710,0,1321,9103,dfs,dfs,16,356,324,29,324,1,lacam_tapf,1,,exp1,324,2,137710,10.0,0,1,1,1,9.142723083496094
1,7,8422,691,35.391,Paper_symbotic_39_37_gp_5/symbotic_agents_20_test_15,1,692,41000,12018,0,0,0,0,380,0,/media/project0/yimin/lacam_tapf_itacbs_data/Paper_symbotic_39_37_gp_5/symbotic_agents_20_test_15.yaml,h,1.5,0,1,2905,12019,8422,8422,0,1,38,,,lacam_focal_h,1,20,,63,154032,0,541,9104,focal,focal,15,401,378,38,378,1,lacam_tapf,1,,exp1,378,0,154032,10.0,0,1,1,1,9.143157720565796
1,1,9419,0,37.3919,Paper_symbotic_39_37_gp_5/symbotic_agents_10_test_11,1,1144,54479,13121,0,0,0,0,136,0,/media/project0/yimin/lacam_tapf_itacbs_data/Paper_symbotic_39_37_gp_5/symbotic_agents_10_test_11.yaml,h,1.5,0,1,2559,13150,9419,9419,0,1,40,,,lacam_dfs,1,10,,41,39881,0,0,9113,dfs,dfs,11,136,136,40,136,1,lacam_tapf,1,,exp1,136,0,39881,10.0,0,1,1,1,9.153072595596313
1,1,6858,0,35.5955,Paper_symbotic_39_37_gp_5/symbotic_agents_30_test_11,1,3888,43955,14609,0,0,0,0,624,2,/media/project0/yimin/lacam_tapf_itacbs_data/Paper_symbotic_39_37_gp_5/symbotic_agents_30_test_11.yaml,h,1.5,0,1,3864,14610,6858,6858,0,1,50,,,lacam_focal_h,1,30,,76,241287,0,28,9093,focal,focal,11,639,624,50,624,1,lacam_tapf,1,,exp1,624,193,241287,10.0,0,1,1,1,9.139304637908936
1,1,8819,1,39.0602,Paper_symbotic_39_37_gp_5/symbotic_agents_10_test_19,1,4212,68048,16840,0,0,2,1,292,0,/media/project0/yimin/lacam_tapf_itacbs_data/Paper_symbotic_39_37_gp_5/symbotic_agents_10_test_19.yaml,h,1.5,0,1,3810,16841,8819,8819,0,1,66,,,lacam_focal_h,1,10,,8819,27174,0,5,9109,focal,focal,19,345,292,66,292,1,lacam_tapf,1,,exp1,345,33,27174,10.0,0,1,1,1,9.159539222717285
1,1,6356,0,50.9383,Paper_symbotic_39_37_gp_5/symbotic_agents_30_test_8,1,1965,35098,10240,0,0,0,0,681,2,/media/project0/yimin/lacam_tapf_itacbs_data/Paper_symbotic_39_37_gp_5/symbotic_agents_30_test_8.yaml,h,1.5,0,1,1920,10241,6356,6356,0,1,47,,,lacam_focal_h,1,30,,49,194073,0,31,9106,focal,focal,8,765,681,47,681,1,lacam_tapf,1,,exp1,681,9,194073,10.0,0,1,1,1,9.152321815490723
1,1,8766,0,36.2948,Paper_symbotic_39_37_gp_5/symbotic_agents_20_test_5,1,4803,78496,17331,0,0,0,0,278,0,/media/project0/yimin/lacam_tapf_itacbs_data/Paper_symbotic_39_37_gp_5/symbotic_agents_20_test_5.yaml,h,1.5,0,1,3763,17349,8766,8766,0,1,33,,,lacam_dfs,1,20,,34,171247,0,9,9109,dfs,dfs,5,291,278,33,278,1,lacam_tapf,1,,exp1,278,4,171247,10.0,0,1,1,1,9.168527603149414
1,1,8322,129,57.7595,Paper_symbotic_39_37_gp_5/symbotic_agents_20_test_14,1,0,31322,10392,0,0,0,0,386,0,/media/project0/yimin/lacam_tapf_itacbs_data/Paper_symbotic_39_37_gp_5/symbotic_agents_20_test_14.yaml,h,1.5,0,1,2071,10393,8322,8322,0,1,31,,,lacam_focal_h,1,20,,32,141168,0,10365,9114,focal,focal,14,389,386,31,386,1,lacam_tapf,1,,exp1,386,0,141168,10.0,0,1,1,1,9.167229652404785
1,1,7701,0,31.4584,Paper_symbotic_39_37_gp_5/symbotic_agents_20_test_1,1,5652,68182,16430,0,0,0,0,366,0,/media/project0/yimin/lacam_tapf_itacbs_data/Paper_symbotic_39_37_gp_5/symbotic_agents_20_test_1.yaml,h,1.5,0,1,3078,16431,7701,7701,0,1,44,,,lacam_focal_h,1,20,,7701,140530,0,7,9113,focal,focal,1,373,366,44,366,1,lacam_tapf,1,,exp1,366,20,140530,10.0,0,1,1,1,9.174520254135132
1,11,6857,1,43.1359,Paper_symbotic_39_37_gp_5/symbotic_agents_30_test_4,1,538,31203,10253,0,0,3,1,747,2,/media/project0/yimin/lacam_tapf_itacbs_data/Paper_symbotic_39_37_gp_5/symbotic_agents_30_test_4.yaml,h,1.5,0,1,2859,10254,6857,6857,0,1,56,,,lacam_focal_h,1,30,,62,232957,0,107,9111,focal,focal,4,755,745,56,745,1,lacam_tapf,1,,exp1,745,0,232957,10.0,0,1,1,1,9.166456699371338
1,1,7063,1,41.8048,Paper_symbotic_39_37_gp_5/symbotic_agents_30_test_6,1,0,44773,9552,0,0,2,1,618,1,/media/project0/yimin/lacam_tapf_itacbs_data/Paper_symbotic_39_37_gp_5/symbotic_agents_30_test_6.yaml,h,1.5,0,1,2490,9558,7063,7063,0,1,43,,,lacam_dfs,1,30,,44,217108,0,39,9106,dfs,dfs,6,662,618,43,618,1,lacam_tapf,1,,exp1,618,0,217108,10.0,0,1,1,1,9.168264389038086
1,1,9615,0,33.4756,Paper_symbotic_39_37_gp_5/symbotic_agents_10_test_13,1,744,54337,13728,0,0,0,0,229,0,/media/project0/yimin/lacam_tapf_itacbs_data/Paper_symbotic_39_37_gp_5/symbotic_agents_10_test_13.yaml,h,1.5,0,1,3370,13746,9615,9615,0,1,52,,,lacam_dfs,1,10,,53,34848,0,1,9125,dfs,dfs,13,241,229,52,229,1,lacam_tapf,1,,exp1,229,14,34848,10.0,0,1,1,1,9.184154510498047
1,1,6574,0,50.7476,Paper_symbotic_39_37_gp_5/symbotic_agents_30_test_13,1,0,33877,8831,0,0,0,0,478,1,/media/project0/yimin/lacam_tapf_itacbs_data/Paper_symbotic_39_37_gp_5/symbotic_agents_30_test_13.yaml,h,1.5,0,1,2258,8832,6574,6574,0,1,29,,,lacam_focal_h,1,30,,31,210625,0,132,9108,focal,focal,13,488,478,29,478,1,lacam_tapf,1,,exp1,478,0,210625,10.0,0,1,1,1,9.167471885681152
1,1,7506,1,62.2037,Paper_symbotic_39_37_gp_5/symbotic_agents_30_test_12,1,0,27964,8915,0,0,2,1,466,1,/media/project0/yimin/lacam_tapf_itacbs_data/Paper_symbotic_39_37_gp_5/symbotic_agents_30_test_12.yaml,h,1.5,0,1,1410,8916,7506,7506,0,1,34,,,lacam_focal_h,1,30,,35,218160,0,8902,9112,focal,focal,12,476,466,34,466,1,lacam_tapf,1,,exp1,466,6,218160,10.0,0,1,1,1,9.17101526260376
1,1,8556,1,36.8377,Paper_symbotic_39_37_gp_5/symbotic_agents_20_test_12,1,9345,66611,21392,0,0,2,1,509,1,/media/project0/yimin/lacam_tapf_itacbs_data/Paper_symbotic_39_37_gp_5/symbotic_agents_20_test_12.yaml,h,1.5,0,1,3492,21414,8556,8556,0,1,58,,,lacam_dfs,1,20,,59,153598,0,40,9114,dfs,dfs,12,513,509,58,509,1,lacam_tapf,1,,exp1,509,144,153598,10.0,0,1,1,1,9.182201862335205
1,1,7213,0,36.8441,Paper_symbotic_39_37_gp_5/symbotic_agents_30_test_14,1,8382,58360,18294,0,0,0,0,526,2,/media/project0/yimin/lacam_tapf_itacbs_data/Paper_symbotic_39_37_gp_5/symbotic_agents_30_test_14.yaml,h,1.5,0,1,2700,18314,7213,7213,0,1,52,,,lacam_dfs,1,30,,53,229005,0,12,9103,dfs,dfs,14,526,526,52,526,1,lacam_tapf,1,,exp1,526,88,229005,10.0,0,1,1,1,9.173186302185059
1,1,7754,1,66.6659,Paper_symbotic_39_37_gp_5/symbotic_agents_30_test_12,1,0,28879,9220,0,0,2,1,466,1,/media/project0/yimin/lacam_tapf_itacbs_data/Paper_symbotic_39_37_gp_5/symbotic_agents_30_test_12.yaml,h,1.5,0,1,1467,9236,7754,7754,0,1,34,,,lacam_dfs,1,30,,35,225480,0,9207,9115,dfs,dfs,12,476,466,34,466,1,lacam_tapf,1,,exp1,466,6,225480,10.0,0,1,1,1,9.177783012390137
1,1,8078,0,45.8154,Paper_symbotic_39_37_gp_5/symbotic_agents_30_test_3,1,3726,50708,14291,0,0,0,0,668,2,/media/project0/yimin/lacam_tapf_itacbs_data/Paper_symbotic_39_37_gp_5/symbotic_agents_30_test_3.yaml,h,1.5,0,1,2488,14316,8078,8078,0,1,69,,,lacam_dfs,1,30,,70,238147,1,89,9112,dfs,dfs,3,681,668,69,668,1,lacam_tapf,1,,exp1,668,17,238147,10.0,0,1,1,1,9.185660600662231
1,1,8603,0,42.7398,Paper_symbotic_39_37_gp_5/symbotic_agents_20_test_8,1,5202,64280,17015,0,0,0,0,390,0,/media/project0/yimin/lacam_tapf_itacbs_data/Paper_symbotic_39_37_gp_5/symbotic_agents_20_test_8.yaml,h,1.5,0,1,3211,17016,8603,8603,0,1,38,,,lacam_focal_h,1,20,,39,151826,0,56,9120,focal,focal,8,418,390,38,390,1,lacam_tapf,1,,exp1,390,12,151826,10.0,0,1,1,1,9.191246271133423
1,1,8137,2503,54.5454,Paper_symbotic_39_37_gp_5/symbotic_agents_20_test_16,1,0,32912,10021,0,0,0,0,324,0,/media/project0/yimin/lacam_tapf_itacbs_data/Paper_symbotic_39_37_gp_5/symbotic_agents_20_test_16.yaml,h,1.5,0,1,1885,10022,8137,8137,0,1,29,,,lacam_focal_h,1,20,,31,139647,0,1321,9125,focal,focal,16,356,324,29,324,1,lacam_tapf,1,,exp1,324,2,139647,10.0,0,1,1,1,9.187517642974854
