case_agents,case_test,collision_free,exit_code,first_error,instance_file,itacbs_TA_runtime_ms,itacbs_firstconflict_runtime_ms,itacbs_lowLevelExpanded,itacbs_lowlevel_search_time_ms,itacbs_newnode_runtime_ms,itacbs_numTaskAssignmentChanged,itacbs_numTaskAssignments,itacbs_total_lowlevel_node,makespan,map_file,num_agents,num_unique_tasks,potential_goals_avg,potential_goals_max,potential_goals_min,runtime_ms,seed,soc,solved,solver,stderr,timed_out,valid_solution,wall_time_s
60,8,0,124,,build/fixtures/symbotic_itacbs_normalized/Paper_symbotic_39_37_gp_5/symbotic_agents_60_test_8.yaml,,,,,,,,,,symbotic.map,60,60,5.0,5,5,,8,,0,itacbs,"Command '['third_party/ITA-CBS2/build/ITACBS_remake', '-i', 'build/fixtures/symbotic_itacbs_normalized/Paper_symbotic_39_37_gp_5/symbotic_agents_60_test_8.yaml', '-o', 'build/results/symbotic_exp1_exp2_itacbs_10s_adaptive/rows_itacbs_outputs/Paper_symbotic_39_37_gp_5_symbotic_agents_60_test_8.out.yaml']' timed out after 10.0 seconds",1,0,12.6606924533844
60,13,0,124,,build/fixtures/symbotic_itacbs_normalized/Paper_symbotic_39_37_gp_5/symbotic_agents_60_test_13.yaml,,,,,,,,,,symbotic.map,60,60,5.0,5,5,,13,,0,itacbs,"Command '['third_party/ITA-CBS2/build/ITACBS_remake', '-i', 'build/fixtures/symbotic_itacbs_normalized/Paper_symbotic_39_37_gp_5/symbotic_agents_60_test_13.yaml', '-o', 'build/results/symbotic_exp1_exp2_itacbs_10s_adaptive/rows_itacbs_outputs/Paper_symbotic_39_37_gp_5_symbotic_agents_60_test_13.out.yaml']' timed out after 10.0 seconds",1,0,12.676609992980957
70,14,0,124,,build/fixtures/symbotic_itacbs_normalized/Paper_symbotic_39_37_gp_5/symbotic_agents_70_test_14.yaml,,,,,,,,,,symbotic.map,70,70,5.0,5,5,,14,,0,itacbs,"Command '['third_party/ITA-CBS2/build/ITACBS_remake', '-i', 'build/fixtures/symbotic_itacbs_normalized/Paper_symbotic_39_37_gp_5/symbotic_agents_70_test_14.yaml', '-o', 'build/results/symbotic_exp1_exp2_itacbs_10s_adaptive/rows_itacbs_outputs/Paper_symbotic_39_37_gp_5_symbotic_agents_70_test_14.out.yaml']' timed out after 10.0 seconds",1,0,12.287354230880737
60,18,0,124,,build/fixtures/symbotic_itacbs_normalized/Paper_symbotic_39_37_gp_5/symbotic_agents_60_test_18.yaml,,,,,,,,,,symbotic.map,60,60,5.0,5,5,,18,,0,itacbs,"Command '['third_party/ITA-CBS2/build/ITACBS_remake', '-i', 'build/fixtures/symbotic_itacbs_normalized/Paper_symbotic_39_37_gp_5/symbotic_agents_60_test_18.yaml', '-o', 'build/results/symbotic_exp1_exp2_itacbs_10s_adaptive/rows_itacbs_outputs/Paper_symbotic_39_37_gp_5_symbotic_agents_60_test_18.out.yaml']' timed out after 10.0 seconds",1,0,12.448698997497559
70,9,0,124,,build/fixtures/symbotic_itacbs_normalized/Paper_symbotic_39_37_gp_5/symbotic_agents_70_test_9.yaml,,,,,,,,,,symbotic.map,70,70,5.0,5,5,,9,,0,itacbs,"Command '['third_party/ITA-CBS2/build/ITACBS_remake', '-i', 'build/fixtures/symbotic_itacbs_normalized/Paper_symbotic_39_37_gp_5/symbotic_agents_70_test_9.yaml', '-o', 'build/results/symbotic_exp1_exp2_itacbs_10s_adaptive/rows_itacbs_outputs/Paper_symbotic_39_37_gp_5_symbotic_agents_70_test_9.out.yaml']' timed out after 10.0 seconds",1,0,12.388733148574829
60,9,0,124,,build/fixtures/symbotic_itacbs_normalized/Paper_symbotic_39_37_gp_5/symbotic_agents_60_test_9.yaml,,,,,,,,,,symbotic.map,60,60,5.0,5,5,,9,,0,itacbs,"Command '['third_party/ITA-CBS2/build/ITACBS_remake', '-i', 'build/fixtures/symbotic_itacbs_normalized/Paper_symbotic_39_37_gp_5/symbotic_agents_60_test_9.yaml', '-o', 'build/results/symbotic_exp1_exp2_itacbs_10s_adaptive/rows_itacbs_outputs/Paper_symbotic_39_37_gp_5_symbotic_agents_60_test_9.out.yaml']' timed out after 10.0 seconds",1,0,12.69327449798584
70,11,0,124,,build/fixtures/symbotic_itacbs_normalized/Paper_symbotic_39_37_gp_5/symbotic_agents_70_test_11.yaml,,,,,,,,,,symbotic.map,70,70,5.0,5,5,,11,,0,itacbs,"Command '['third_party/ITA-CBS2/build/ITACBS_remake', '-i', 'build/fixtures/symbotic_itacbs_normalized/Paper_symbotic_39_37_gp_5/symbotic_agents_70_test_11.yaml', '-o', 'build/results/symbotic_exp1_exp2_itacbs_10s_adaptive/rows_itacbs_outputs/Paper_symbotic_39_37_gp_5_symbotic_agents_70_test_11.out.yaml']' timed out after 10.0 seconds",1,0,12.377973318099976
50,5,0,124,,build/fixtures/symbotic_itacbs_normalized/Paper_symbotic_39_37_gp_5/symbotic_agents_50_test_5.yaml,,,,,,,,,,symbotic.map,50,50,5.0,5,5,,5,,0,itacbs,"Command '['third_party/ITA-CBS2/build/ITACBS_remake', '-i', 'build/fixtures/symbotic_itacbs_normalized/Paper_symbotic_39_37_gp_5/symbotic_agents_50_test_5.yaml', '-o', 'build/results/symbotic_exp1_exp2_itacbs_10s_adaptive/rows_itacbs_outputs/Paper_symbotic_39_37_gp_5_symbotic_agents_50_test_5.out.yaml']' timed out after 10.0 seconds",1,0,12.74264931678772
40,4,0,124,,build/fixtures/symbotic_itacbs_normalized/Paper_symbotic_39_37_gp_5/symbotic_agents_40_test_4.yaml,,,,,,,,,,symbotic.map,40,40,5.0,5,5,,4,,0,itacbs,"Command '['third_party/ITA-CBS2/build/ITACBS_remake', '-i', 'build/fixtures/symbotic_itacbs_normalized/Paper_symbotic_39_37_gp_5/symbotic_agents_40_test_4.yaml', '-o', 'build/results/symbotic_exp1_exp2_itacbs_10s_adaptive/rows_itacbs_outputs/Paper_symbotic_39_37_gp_5_symbotic_agents_40_test_4.out.yaml']' timed out after 10.0 seconds",1,0,12.757798194885254
60,12,0,124,,build/fixtures/symbotic_itacbs_normalized/Paper_symbotic_39_37_gp_5/symbotic_agents_60_test_12.yaml,,,,,,,,,,symbotic.map,60,60,5.0,5,5,,12,,0,itacbs,"Command '['third_party/ITA-CBS2/build/ITACBS_remake', '-i', 'build/fixtures/symbotic_itacbs_normalized/Paper_symbotic_39_37_gp_5/symbotic_agents_60_test_12.yaml', '-o', 'build/results/symbotic_exp1_exp2_itacbs_10s_adaptive/rows_itacbs_outputs/Paper_symbotic_39_37_gp_5_symbotic_agents_60_test_12.out.yaml']' timed out after 10.0 seconds",1,0,12.736957550048828
60,7,0,124,,build/fixtures/symbotic_itacbs_normalized/Paper_symbotic_39_37_gp_5/symbotic_agents_60_test_7.yaml,,,,,,,,,,symbotic.map,60,60,5.0,5,5,,7,,0,itacbs,"Command '['third_party/ITA-CBS2/build/ITACBS_remake', '-i', 'build/fixtures/symbotic_itacbs_normalized/Paper_symbotic_39_37_gp_5/symbotic_agents_60_test_7.yaml', '-o', 'build/results/symbotic_exp1_exp2_itacbs_10s_adaptive/rows_itacbs_outputs/Paper_symbotic_39_37_gp_5_symbotic_agents_60_test_7.out.yaml']' timed out after 10.0 seconds",1,0,12.781882047653198
60,14,0,124,,build/fixtures/symbotic_itacbs_normalized/Paper_symbotic_39_37_gp_5/symbotic_agents_60_test_14.yaml,,,,,,,,,,symbotic.map,60,60,5.0,5,5,,14,,0,itacbs,"Command '['third_party/ITA-CBS2/build/ITACBS_remake', '-i', 'build/fixtures/symbotic_itacbs_normalized/Paper_symbotic_39_37_gp_5/symbotic_agents_60_test_14.yaml', '-o', 'build/results/symbotic_exp1_exp2_itacbs_10s_adaptive/rows_itacbs_outputs/Paper_symbotic_39_37_gp_5_symbotic_agents_60_test_14.out.yaml']' timed out after 10.0 seconds",1,0,12.788973093032837
70,15,0,124,,build/fixtures/symbotic_itacbs_normalized/Paper_symbotic_39_37_gp_5/symbotic_agents_70_test_15.yaml,,,,,,,,,,symbotic.map,70,70,5.0,5,5,,15,,0,itacbs,"Command '['third_party/ITA-CBS2/build/ITACBS_remake', '-i', 'build/fixtures/symbotic_itacbs_normalized/Paper_symbotic_39_37_gp_5/symbotic_agents_70_test_15.yaml', '-o', 'build/results/symbotic_exp1_exp2_itacbs_10s_adaptive/rows_itacbs_outputs/Paper_symbotic_39_37_gp_5_symbotic_agents_70_test_15.out.yaml']' timed out after 10.0 seconds",1,0,12.390375137329102
70,12,0,124,,build/fixtures/symbotic_itacbs_normalized/Paper_symbotic_39_37_gp_5/symbotic_agents_70_test_12.yaml,,,,,,,,,,symbotic.map,70,70,5.0,5,5,,12,,0,itacbs,"Command '['third_party/ITA-CBS2/build/ITACBS_remake', '-i', 'build/fixtures/symbotic_itacbs_normalized/Paper_symbotic_39_37_gp_5/symbotic_agents_70_test_12.yaml', '-o', 'build/results/symbotic_exp1_exp2_itacbs_10s_adaptive/rows_itacbs_outputs/Paper_symbotic_39_37_gp_5_symbotic_agents_70_test_12.out.yaml']' timed out after 10.0 seconds",1,0,12.525761842727661
60,5,0,124,,build/fixtures/symbotic_itacbs_normalized/Paper_symbotic_39_37_gp_5/symbotic_agents_60_test_5.yaml,,,,,,,,,,symbotic.map,60,60,5.0,5,5,,5,,0,itacbs,"Command '['third_party/ITA-CBS2/build/ITACBS_remake', '-i', 'build/fixtures/symbotic_itacbs_normalized/Paper_symbotic_39_37_gp_5/symbotic_agents_60_test_5.yaml', '-o', 'build/results/symbotic_exp1_exp2_itacbs_10s_adaptive/rows_itacbs_outputs/Paper_symbotic_39_37_gp_5_symbotic_agents_60_test_5.out.yaml']' timed out after 10.0 seconds",1,0,12.857184886932373
70,3,0,124,,build/fixtures/symbotic_itacbs_normalized/Paper_symbotic_39_37_gp_5/symbotic_agents_70_test_3.yaml,,,,,,,,,,symbotic.map,70,70,5.0,5,5,,3,,0,itacbs,"Command '['third_party/ITA-CBS2/build/ITACBS_remake', '-i', 'build/fixtures/symbotic_itacbs_normalized/Paper_symbotic_39_37_gp_5/symbotic_agents_70_test_3.yaml', '-o', 'build/results/symbotic_exp1_exp2_itacbs_10s_adaptive/rows_itacbs_outputs/Paper_symbotic_39_37_gp_5_symbotic_agents_70_test_3.out.yaml']' timed out after 10.0 seconds",1,0,12.607513427734375
70,13,0,124,,build/fixtures/symbotic_itacbs_normalized/Paper_symbotic_39_37_gp_5/symbotic_agents_70_test_13.yaml,,,,,,,,,,symbotic.map,70,70,5.0,5,5,,13,,0,itacbs,"Command '['third_party/ITA-CBS2/build/ITACBS_remake', '-i', 'build/fixtures/symbotic_itacbs_normalized/Paper_symbotic_39_37_gp_5/symbotic_agents_70_test_13.yaml', '-o', 'build/results/symbotic_exp1_exp2_itacbs_10s_adaptive/rows_itacbs_outputs/Paper_symbotic_39_37_gp_5_symbotic_agents_70_test_13.out.yaml']' timed out after 10.0 seconds",1,0,12.528959035873413
70,18,0,124,,build/fixtures/symbotic_itacbs_normalized/Paper_symbotic_39_37_gp_5/symbotic_agents_70_test_18.yaml,,,,,,,,,,symbotic.map,70,70,5.0,5,5,,18,,0,itacbs,"Command '['third_party/ITA-CBS2/build/ITACBS_remake', '-i', 'build/fixtures/symbotic_itacbs_normalized/Paper_symbotic_39_37_gp_5/symbotic_agents_70_test_18.yaml', '-o', 'build/results/symbotic_exp1_exp2_itacbs_10s_adaptive/rows_itacbs_outputs/Paper_symbotic_39_37_gp_5_symbotic_agents_70_test_18.out.yaml']' timed out after 10.0 seconds",1,0,12.198146104812622
70,1,0,124,,build/fixtures/symbotic_itacbs_normalized/Paper_symbotic_39_37_gp_5/symbotic_agents_70_test_1.yaml,,,,,,,,,,symbotic.map,70,70,5.0,5,5,,1,,0,itacbs,"Command '['third_party/ITA-CBS2/build/ITACBS_remake', '-i', 'build/fixtures/symbotic_itacbs_normalized/Paper_symbotic_39_37_gp_5/symbotic_agents_70_test_1.yaml', '-o', 'build/results/symbotic_exp1_exp2_itacbs_10s_adaptive/rows_itacbs_outputs/Paper_symbotic_39_37_gp_5_symbotic_agents_70_test_1.out.yaml']' timed out after 10.0 seconds",1,0,12.65822458267212
70,0,0,124,,build/fixtures/symbotic_itacbs_normalized/Paper_symbotic_39_37_gp_5/symbotic_agents_70_test_0.yaml,,,,,,,,,,symbotic.map,70,70,5.0,5,5,,0,,0,itacbs,"Command '['third_party/ITA-CBS2/build/ITACBS_remake', '-i', 'build/fixtures/symbotic_itacbs_normalized/Paper_symbotic_39_37_gp_5/symbotic_agents_70_test_0.yaml', '-o', 'build/results/symbotic_exp1_exp2_itacbs_10s_adaptive/rows_itacbs_outputs/Paper_symbotic_39_37_gp_5_symbotic_agents_70_test_0.out.yaml']' timed out after 10.0 seconds",1,0,12.632062435150146
70,5,0,124,,build/fixtures/symbotic_itacbs_normalized/Paper_symbotic_39_37_gp_5/symbotic_agents_70_test_5.yaml,,,,,,,,,,symbotic.map,70,70,5.0,5,5,,5,,0,itacbs,"Command '['third_party/ITA-CBS2/build/ITACBS_remake', '-i', 'build/fixtures/symbotic_itacbs_normalized/Paper_symbotic_39_37_gp_5/symbotic_agents_70_test_5.yaml', '-o', 'build/results/symbotic_exp1_exp2_itacbs_10s_adaptive/rows_itacbs_outputs/Paper_symbotic_39_37_gp_5_symbotic_agents_70_test_5.out.yaml']' timed out after 10.0 seconds",1,0,12.605134010314941
70,16,0,124,,build/fixtures/symbotic_itacbs_normalized/Paper_symbotic_39_37_gp_5/symbotic_agents_70_test_16.yaml,,,,,,,,,,symbotic.map,70,70,5.0,5,5,,16,,0,itacbs,"Command '['third_party/ITA-CBS2/build/ITACBS_remake', '-i', 'build/fixtures/symbotic_itacbs_normalized/Paper_symbotic_39_37_gp_5/symbotic_agents_70_test_16.yaml', '-o', 'build/results/symbotic_exp1_exp2_itacbs_10s_adaptive/rows_itacbs_outputs/Paper_symbotic_39_37_gp_5_symbotic_agents_70_test_16.out.yaml']' timed out after 10.0 seconds",1,0,12.23931360244751
50,13,0,124,,build/fixtures/symbotic_itacbs_normalized/Paper_symbotic_39_37_gp_5/symbotic_agents_50_test_13.yaml,,,,,,,,,,symbotic.map,50,50,5.0,5,5,,13,,0,itacbs,"Command '['third_party/ITA-CBS2/build/ITACBS_remake', '-i', 'build/fixtures/symbotic_itacbs_normalized/Paper_symbotic_39_37_gp_5/symbotic_agents_50_test_13.yaml', '-o', 'build/results/symbotic_exp1_exp2_itacbs_10s_adaptive/rows_itacbs_outputs/Paper_symbotic_39_37_gp_5_symbotic_agents_50_test_13.out.yaml']' timed out after 10.0 seconds",1,0,12.933881759643555
70,7,0,124,,build/fixtures/symbotic_itacbs_normalized/Paper_symbotic_39_37_gp_5/symbotic_agents_70_test_7.yaml,,,,,,,,,,symbotic.map,70,70,5.0,5,5,,7,,0,itacbs,"Command '['third_party/ITA-CBS2/build/ITACBS_remake', '-i', 'build/fixtures/symbotic_itacbs_normalized/Paper_symbotic_39_37_gp_5/symbotic_agents_70_test_7.yaml', '-o', 'build/results/symbotic_exp1_exp2_itacbs_10s_adaptive/rows_itacbs_outputs/Paper_symbotic_39_37_gp_5_symbotic_agents_70_test_7.out.yaml']' timed out after 10.0 seconds",1,0,12.676438570022583
70,4,0,124,,build/fixtures/symbotic_itacbs_normalized/Paper_symbotic_39_37_gp_5/symbotic_agents_70_test_4.yaml,,,,,,,,,,symbotic.map,70,70,5.0,5,5,,4,,0,itacbs,"Command '['third_party/ITA-CBS2/build/ITACBS_remake', '-i', 'build/fixtures/symbotic_itacbs_normalized/Paper_symbotic_39_37_gp_5/symbotic_agents_70_test_4.yaml', '-o', 'build/results/symbotic_exp1_exp2_itacbs_10s_adaptive/rows_itacbs_outputs/Paper_symbotic_39_37_gp_5_symbotic_agents_70_test_4.out.yaml']' timed out after 10.0 seconds",1,0,12.734843015670776
60,1,0,124,,build/fixtures/symbotic_itacbs_normalized/Paper_symbotic_39_37_gp_5/symbotic_agents_60_test_1.yaml,,,,,,,,,,symbotic.map,60,60,5.0,5,5,,1,,0,itacbs,"Command '['third_party/ITA-CBS2/build/ITACBS_remake', '-i', 'build/fixtures/symbotic_itacbs_normalized/Paper_symbotic_39_37_gp_5/symbotic_agents_60_test_1.yaml', '-o', 'build/results/symbotic_exp1_exp2_itacbs_10s_adaptive/rows_itacbs_outputs/Paper_symbotic_39_37_gp_5_symbotic_agents_60_test_1.out.yaml']' timed out after 10.0 seconds",1,0,12.999226808547974
70,6,0,124,,build/fixtures/symbotic_itacbs_normalized/Paper_symbotic_39_37_gp_5/symbotic_agents_70_test_6.yaml,,,,,,,,,,symbotic.map,70,70,5.0,5,5,,6,,0,itacbs,"Command '['third_party/ITA-CBS2/build/ITACBS_remake', '-i', 'build/fixtures/symbotic_itacbs_normalized/Paper_symbotic_39_37_gp_5/symbotic_agents_70_test_6.yaml', '-o', 'build/results/symbotic_exp1_exp2_itacbs_10s_adaptive/rows_itacbs_outputs/Paper_symbotic_39_37_gp_5_symbotic_agents_70_test_6.out.yaml']' timed out after 10.0 seconds",1,0,12.831302404403687
70,10,0,124,,build/fixtures/symbotic_itacbs_normalized/Paper_symbotic_39_37_gp_5/symbotic_agents_70_test_10.yaml,,,,,,,,,,symbotic.map,70,70,5.0,5,5,,10,,0,itacbs,"Command '['third_party/ITA-CBS2/build/ITACBS_remake', '-i', 'build/fixtures/symbotic_itacbs_normalized/Paper_symbotic_39_37_gp_5/symbotic_agents_70_test_10.yaml', '-o', 'build/results/symbotic_exp1_exp2_itacbs_10s_adaptive/rows_itacbs_outputs/Paper_symbotic_39_37_gp_5_symbotic_agents_70_test_10.out.yaml']' timed out after 10.0 seconds",1,0,12.767205476760864
70,17,0,124,,build/fixtures/symbotic_itacbs_normalized/Paper_symbotic_39_37_gp_5/symbotic_agents_70_test_17.yaml,,,,,,,,,,symbotic.map,70,70,5.0,5,5,,17,,0,itacbs,"Command '['third_party/ITA-CBS2/build/ITACBS_remake', '-i', 'build/fixtures/symbotic_itacbs_normalized/Paper_symbotic_39_37_gp_5/symbotic_agents_70_test_17.yaml', '-o', 'build/results/symbotic_exp1_exp2_itacbs_10s_adaptive/rows_itacbs_outputs/Paper_symbotic_39_37_gp_5_symbotic_agents_70_test_17.out.yaml']' timed out after 10.0 seconds",1,0,12.489329099655151
80,3,0,124,,build/fixtures/symbotic_itacbs_normalized/Paper_symbotic_39_37_gp_5/symbotic_agents_80_test_3.yaml,,,,,,,,,,symbotic.map,80,80,5.0,5,5,,3,,0,itacbs,"Command '['third_party/ITA-CBS2/build/ITACBS_remake', '-i', 'build/fixtures/symbotic_itacbs_normalized/Paper_symbotic_39_37_gp_5/symbotic_agents_80_test_3.yaml', '-o', 'build/results/symbotic_exp1_exp2_itacbs_10s_adaptive/rows_itacbs_outputs/Paper_symbotic_39_37_gp_5_symbotic_agents_80_test_3.out.yaml']' timed out after 10.0 seconds",1,0,11.991250276565552
70,19,0,124,,build/fixtures/symbotic_itacbs_normalized/Paper_symbotic_39_37_gp_5/symbotic_agents_70_test_19.yaml,,,,,,,,,,symbotic.map,70,70,5.0,5,5,,19,,0,itacbs,"Command '['third_party/ITA-CBS2/build/ITACBS_remake', '-i', 'build/fixtures/symbotic_itacbs_normalized/Paper_symbotic_39_37_gp_5/symbotic_agents_70_test_19.yaml', '-o', 'build/results/symbotic_exp1_exp2_itacbs_10s_adaptive/rows_itacbs_outputs/Paper_symbotic_39_37_gp_5_symbotic_agents_70_test_19.out.yaml']' timed out after 10.0 seconds",1,0,12.520290613174438
80,0,0,124,,build/fixtures/symbotic_itacbs_normalized/Paper_symbotic_39_37_gp_5/symbotic_agents_80_test_0.yaml,,,,,,,,,,symbotic.map,80,80,5.0,5,5,,0,,0,itacbs,"Command '['third_party/ITA-CBS2/build/ITACBS_remake', '-i', 'build/fixtures/symbotic_itacbs_normalized/Paper_symbotic_39_37_gp_5/symbotic_agents_80_test_0.yaml', '-o', 'build/results/symbotic_exp1_exp2_itacbs_10s_adaptive/rows_itacbs_outputs/Paper_symbotic_39_37_gp_5_symbotic_agents_80_test_0.out.yaml']' timed out after 10.0 seconds",1,0,12.455865859985352
80,1,0,124,,build/fixtures/symbotic_itacbs_normalized/Paper_symbotic_39_37_gp_5/symbotic_agents_80_test_1.yaml,,,,,,,,,,symbotic.map,80,80,5.0,5,5,,1,,0,itacbs,"Command '['third_party/ITA-CBS2/build/ITACBS_remake', '-i', 'build/fixtures/symbotic_itacbs_normalized/Paper_symbotic_39_37_gp_5/symbotic_agents_80_test_1.yaml', '-o', 'build/results/symbotic_exp1_exp2_itacbs_10s_adaptive/rows_itacbs_outputs/Paper_symbotic_39_37_gp_5_symbotic_agents_80_test_1.out.yaml']' timed out after 10.0 seconds",1,0,12.338185787200928
80,2,0,124,,build/fixtures/symbotic_itacbs_normalized/Paper_symbotic_39_37_gp_5/symbotic_agents_80_test_2.yaml,,,,,,,,,,symbotic.map,80,80,5.0,5,5,,2,,0,itacbs,"Command '['third_party/ITA-CBS2/build/ITACBS_remake', '-i', 'build/fixtures/symbotic_itacbs_normalized/Paper_symbotic_39_37_gp_5/symbotic_agents_80_test_2.yaml', '-o', 'build/results/symbotic_exp1_exp2_itacbs_10s_adaptive/rows_itacbs_outputs/Paper_symbotic_39_37_gp_5_symbotic_agents_80_test_2.out.yaml']' timed out after 10.0 seconds",1,0,12.270205020904541
80,4,0,124,,build/fixtures/symbotic_itacbs_normalized/Paper_symbotic_39_37_gp_5/symbotic_agents_80_test_4.yaml,,,,,,,,,,symbotic.map,80,80,5.0,5,5,,4,,0,itacbs,"Command '['third_party/ITA-CBS2/build/ITACBS_remake', '-i', 'build/fixtures/symbotic_itacbs_normalized/Paper_symbotic_39_37_gp_5/symbotic_agents_80_test_4.yaml', '-o', 'build/results/symbotic_exp1_exp2_itacbs_10s_adaptive/rows_itacbs_outputs/Paper_symbotic_39_37_gp_5_symbotic_agents_80_test_4.out.yaml']' timed out after 10.0 seconds",1,0,12.05880093574524
80,5,0,124,,build/fixtures/symbotic_itacbs_normalized/Paper_symbotic_39_37_gp_5/symbotic_agents_80_test_5.yaml,,,,,,,,,,symbotic.map,80,80,5.0,5,5,,5,,0,itacbs,"Command '['third_party/ITA-CBS2/build/ITACBS_remake', '-i', 'build/fixtures/symbotic_itacbs_normalized/Paper_symbotic_39_37_gp_5/symbotic_agents_80_test_5.yaml', '-o', 'build/results/symbotic_exp1_exp2_itacbs_10s_adaptive/rows_itacbs_outputs/Paper_symbotic_39_37_gp_5_symbotic_agents_80_test_5.out.yaml']' timed out after 10.0 seconds",1,0,11.489753484725952
80,6,0,124,,build/fixtures/symbotic_itacbs_normalized/Paper_symbotic_39_37_gp_5/symbotic_agents_80_test_6.yaml,,,,,,,,,,symbotic.map,80,80,5.0,5,5,,6,,0,itacbs,"Command '['third_party/ITA-CBS2/build/ITACBS_remake', '-i', 'build/fixtures/symbotic_itacbs_normalized/Paper_symbotic_39_37_gp_5/symbotic_agents_80_test_6.yaml', '-o', 'build/results/symbotic_exp1_exp2_itacbs_10s_adaptive/rows_itacbs_outputs/Paper_symbotic_39_37_gp_5_symbotic_agents_80_test_6.out.yaml']' timed out after 10.0 seconds",1,0,11.47512936592102
80,7,0,124,,build/fixtures/symbotic_itacbs_normalized/Paper_symbotic_39_37_gp_5/symbotic_agents_80_test_7.yaml,,,,,,,,,,symbotic.map,80,80,5.0,5,5,,7,,0,itacbs,"Command '['third_party/ITA-CBS2/build/ITACBS_remake', '-i', 'build/fixtures/symbotic_itacbs_normalized/Paper_symbotic_39_37_gp_5/symbotic_agents_80_test_7.yaml', '-o', 'build/results/symbotic_exp1_exp2_itacbs_10s_adaptive/rows_itacbs_outputs/Paper_symbotic_39_37_gp_5_symbotic_agents_80_test_7.out.yaml']' timed out after 10.0 seconds",1,0,10.652221918106079
80,8,0,124,,build/fixtures/symbotic_itacbs_normalized/Paper_symbotic_39_37_gp_5/symbotic_agents_80_test_8.yaml,,,,,,,,,,symbotic.map,80,80,5.0,5,5,,8,,0,itacbs,"Command '['third_party/ITA-CBS2/build/ITACBS_remake', '-i', 'build/fixtures/symbotic_itacbs_normalized/Paper_symbotic_39_37_gp_5/symbotic_agents_80_test_8.yaml', '-o', 'build/results/symbotic_exp1_exp2_itacbs_10s_adaptive/rows_itacbs_outputs/Paper_symbotic_39_37_gp_5_symbotic_agents_80_test_8.out.yaml']' timed out after 10.0 seconds",1,0,10.175951719284058
80,9,0,124,,build/fixtures/symbotic_itacbs_normalized/Paper_symbotic_39_37_gp_5/symbotic_agents_80_test_9.yaml,,,,,,,,,,symbotic.map,80,80,5.0,5,5,,9,,0,itacbs,"Command '['third_party/ITA-CBS2/build/ITACBS_remake', '-i', 'build/fixtures/symbotic_itacbs_normalized/Paper_symbotic_39_37_gp_5/symbotic_agents_80_test_9.yaml', '-o', 'build/results/symbotic_exp1_exp2_itacbs_10s_adaptive/rows_itacbs_outputs/Paper_symbotic_39_37_gp_5_symbotic_agents_80_test_9.out.yaml']' timed out after 10.0 seconds",1,0,10.197772026062012
80,10,0,124,,build/fixtures/symbotic_itacbs_normalized/Paper_symbotic_39_37_gp_5/symbotic_agents_80_test_10.yaml,,,,,,,,,,symbotic.map,80,80,5.0,5,5,,10,,0,itacbs,"Command '['third_party/ITA-CBS2/build/ITACBS_remake', '-i', 'build/fixtures/symbotic_itacbs_normalized/Paper_symbotic_39_37_gp_5/symbotic_agents_80_test_10.yaml', '-o', 'build/results/symbotic_exp1_exp2_itacbs_10s_adaptive/rows_itacbs_outputs/Paper_symbotic_39_37_gp_5_symbotic_agents_80_test_10.out.yaml']' timed out after 10.0 seconds",1,0,10.28255009651184
80,11,0,124,,build/fixtures/symbotic_itacbs_normalized/Paper_symbotic_39_37_gp_5/symbotic_agents_80_test_11.yaml,,,,,,,,,,symbotic.map,80,80,5.0,5,5,,11,,0,itacbs,"Command '['third_party/ITA-CBS2/build/ITACBS_remake', '-i', 'build/fixtures/symbotic_itacbs_normalized/Paper_symbotic_39_37_gp_5/symbotic_agents_80_test_11.yaml', '-o', 'build/results/symbotic_exp1_exp2_itacbs_10s_adaptive/rows_itacbs_outputs/Paper_symbotic_39_37_gp_5_symbotic_agents_80_test_11.out.yaml']' timed out after 10.0 seconds",1,0,10.358152151107788
80,13,0,124,,build/fixtures/symbotic_itacbs_normalized/Paper_symbotic_39_37_gp_5/symbotic_agents_80_test_13.yaml,,,,,,,,,,symbotic.map,80,80,5.0,5,5,,13,,0,itacbs,"Command '['third_party/ITA-CBS2/build/ITACBS_remake', '-i', 'build/fixtures/symbotic_itacbs_normalized/Paper_symbotic_39_37_gp_5/symbotic_agents_80_test_13.yaml', '-o', 'build/results/symbotic_exp1_exp2_itacbs_10s_adaptive/rows_itacbs_outputs/Paper_symbotic_39_37_gp_5_symbotic_agents_80_test_13.out.yaml']' timed out after 10.0 seconds",1,0,10.778745889663696
80,16,0,124,,build/fixtures/symbotic_itacbs_normalized/Paper_symbotic_39_37_gp_5/symbotic_agents_80_test_16.yaml,,,,,,,,,,symbotic.map,80,80,5.0,5,5,,16,,0,itacbs,"Command '['third_party/ITA-CBS2/build/ITACBS_remake', '-i', 'build/fixtures/symbotic_itacbs_normalized/Paper_symbotic_39_37_gp_5/symbotic_agents_80_test_16.yaml', '-o', 'build/results/symbotic_exp1_exp2_itacbs_10s_adaptive/rows_itacbs_outputs/Paper_symbotic_39_37_gp_5_symbotic_agents_80_test_16.out.yaml']' timed out after 10.0 seconds",1,0,10.812736749649048
