timestep,should_replan,event_happened,plan_finished,previous_planner_failed,idle_unloaded_with_pending,snapshot_feasible,instance_valid,solution_found,timed_out,planning_runtime_ms,assignment_time_ms,planner_search_time_ms,loaded_agents,assigned_unloaded_agents,idle_agents,pending_tasks,assigned_tasks,picked_tasks,completed_tasks,singleton_agents,multi_goal_agents,unique_target_count,total_goal_options,max_goal_options_per_agent,max_agents_per_target,duplicate_target_slots,agents_carrying_two_tasks,loaded_agents_with_pickup_options,loaded_agents_with_delivery_options,loaded_agents_with_both_pickup_delivery_options,loaded_pickup_goal_options,loaded_delivery_goal_options,loaded_wait_goal_options,max_loaded_pickup_options_per_agent,max_loaded_delivery_options_per_agent,root_loaded_pickup_assignments,root_loaded_delivery_assignments,root_loaded_wait_assignments,root_unloaded_pickup_assignments,root_unloaded_wait_assignments,root_initial_assignment_cost,final_loaded_pickup_assignments,final_loaded_delivery_assignments,final_loaded_wait_assignments,final_unloaded_pickup_assignments,final_unloaded_wait_assignments,max_loaded_distance_agent_pickup_options,max_loaded_distance_agent_delivery_options,max_loaded_distance_agent_wait_options,max_loaded_distance_agent_id,max_loaded_distance_agent_current_index,max_loaded_distance_agent_carried_tasks,max_loaded_distance_agent_root_target_index,max_loaded_distance_agent_final_target_index,max_loaded_distance_agent_root_target_type,max_loaded_distance_agent_final_target_type,average_target_region_agent_count,max_target_region_agent_count,average_target_region_loaded_agent_count,max_target_region_loaded_agent_count,average_target_region_loaded_waiting_count,max_target_region_loaded_waiting_count,average_target_region_loaded_stopped_count,max_target_region_loaded_stopped_count,average_carried_tasks_now,max_carried_tasks_now,average_loaded_distance_now,max_loaded_distance_now,average_priority_offset_now,max_priority_offset_now,max_priority_offset_agent_id,hl_loop_iterations,hl_nodes_created,hl_nodes_explored,hl_reinsertions,hl_duplicate_configs,open_max_size,constraints_popped,constraints_generated,constraint_failures,pibt_calls,pibt_failures,pibt_recursions,assignment_calls,assignment_changes,assignment_infeasible_count,service_child_validation_failures,service_child_stack_validation_failures,service_child_swap_validation_failures,final_assignment_changes,final_agent_assignment_changes,assignment_row_cache_requests,assignment_row_cache_hits,solution_depth,solution_cost,solution_h,service_satisfied_agents,service_satisfied_pickups,service_satisfied_deliveries,service_best_satisfied_agents,rollout_candidates_admitted,rollout_candidates_solved,rollout_winning_attempt,rollout_winning_guidance_cost,rollout_winning_completions,rollout_strict_improvements
171,1,1,1,0,1,1,1,1,0,569.304,5.63634,563.668,0,0,0,85,0,115,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4509,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,137377,137188,1,84,4275,6,3,3,6,4,4,0,4,20,0
172,1,1,1,0,1,1,1,1,0,543.388,5.31292,538.075,0,0,0,85,0,115,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4465,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,136719,136530,1,85,4288,3,1,2,3,4,4,0,4,18,0
173,1,1,1,0,0,1,1,1,0,538.017,4.69307,533.324,0,0,0,86,0,114,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4253,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,118249,118068,1,84,4091,1,1,0,1,4,4,0,4,19,0
174,1,1,1,0,0,1,1,1,0,539.252,4.64743,534.604,0,0,0,85,0,115,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4136,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,117323,117139,1,81,4023,2,0,2,2,4,4,0,4,19,0
175,1,1,1,0,1,1,1,1,0,568.815,4.96709,563.848,0,0,0,87,0,113,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4142,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,127699,127509,1,82,3768,6,5,1,6,4,4,0,4,19,0
176,1,1,1,0,1,1,1,1,0,556.45,5.08459,551.366,0,0,0,83,0,117,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4035,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,125798,125615,1,84,3862,4,2,2,4,4,4,0,4,21,0
177,1,1,1,0,1,1,1,1,0,562.376,5.31139,557.064,0,0,0,83,0,117,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4148,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,129718,129535,1,86,3800,6,4,2,6,4,4,0,4,23,0
178,1,1,1,0,1,1,1,1,0,600.95,5.47075,595.479,0,0,0,81,0,119,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4275,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,142697,142515,1,87,4175,1,0,1,1,4,4,2,8,23,1
179,1,1,1,0,1,1,1,1,0,543.545,5.00874,538.536,0,0,0,82,0,118,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4242,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,135187,135002,1,81,4041,2,2,0,2,4,4,3,6,24,1
180,1,1,1,0,0,1,1,1,0,543.423,5.20628,538.217,0,0,0,81,0,120,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4137,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,138445,138261,1,81,3880,4,3,1,4,4,4,1,2,28,1
181,1,1,1,0,0,1,1,1,0,563.723,5.23216,558.491,0,0,0,78,0,122,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4109,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,147225,147038,1,82,3902,7,2,5,7,4,4,0,4,29,0
182,1,1,1,0,1,1,1,1,0,562.701,5.57258,557.129,0,0,0,81,0,119,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4696,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,154055,153870,1,88,4381,5,4,1,5,4,4,0,4,25,0
183,1,1,1,0,1,1,1,1,0,599.468,7.2886,592.179,0,0,0,78,0,122,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4894,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,206723,206531,1,92,4694,3,2,1,3,4,4,3,6,27,1
184,1,1,1,0,1,1,1,1,0,553.423,6.1782,547.244,0,0,0,77,0,123,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5060,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,190243,190052,1,92,4925,3,0,3,3,4,4,3,6,27,1
185,1,1,1,0,1,1,1,1,0,577.525,7.33364,570.192,0,0,0,80,0,120,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5242,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,3,3,3,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,235479,235205,2,174,5011,2,1,1,2,4,4,2,8,27,1
187,1,1,1,0,1,1,1,1,0,529.748,6.042,523.706,0,0,0,80,0,120,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5177,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,182171,181983,1,84,5059,3,0,3,3,4,4,0,4,27,0
188,1,1,1,0,1,1,1,1,0,544.575,4.90128,539.674,0,0,0,83,0,117,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5050,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,131138,130950,1,80,4892,6,2,4,6,4,4,0,4,27,0
189,1,1,1,0,1,1,1,1,0,542.188,5.16366,537.024,0,0,0,85,0,115,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5470,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,144519,144331,1,83,5294,3,1,2,3,4,4,0,4,24,0
190,1,1,1,0,1,1,1,1,0,561.531,5.45964,556.071,0,0,0,88,0,113,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5375,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,139795,139604,1,82,5267,2,0,2,2,4,4,0,4,21,0
191,1,1,1,0,1,1,1,1,0,572.931,4.99792,567.933,0,0,0,89,0,111,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5292,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,127012,126826,1,80,5053,7,2,5,7,4,4,1,2,20,1
192,1,1,1,0,1,1,1,1,0,556.819,5.1244,551.694,0,0,0,92,0,108,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4914,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,128842,128656,1,84,4663,3,2,1,3,4,4,0,4,16,0
193,1,1,1,0,1,1,1,1,0,590.329,5.06933,585.259,0,0,0,91,0,109,295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4820,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,136149,135959,1,83,4501,5,5,0,5,4,4,0,4,16,0
194,1,1,1,0,0,1,1,1,0,580.134,5.0363,575.098,0,0,0,87,0,113,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4697,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,142298,142108,1,86,4506,4,2,2,4,4,4,3,6,16,1
195,1,1,1,0,1,1,1,1,0,578.367,5.34176,573.025,0,0,0,89,0,111,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4834,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,160204,160012,1,88,4543,4,4,0,4,4,4,2,8,13,2
196,1,1,1,0,0,1,1,1,0,596.987,5.35406,591.633,0,0,0,86,0,114,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4608,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,147994,147806,1,90,4344,4,3,1,4,4,4,1,2,14,1
197,1,1,1,0,1,1,1,1,0,571.956,5.11099,566.845,0,0,0,85,0,115,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4544,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,145539,145355,1,90,4430,2,1,1,2,4,4,0,4,12,0
198,1,1,1,0,1,1,1,1,0,576.93,6.4471,570.483,0,0,0,85,0,115,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4406,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,3,3,3,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,183759,183505,2,180,4162,3,2,1,3,4,4,0,4,11,0
200,1,1,1,0,1,1,1,1,0,596.869,5.67371,591.196,0,0,0,86,0,115,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4467,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,163570,163387,1,93,4281,4,1,3,4,4,4,0,4,14,0
201,1,1,1,0,1,1,1,1,0,609.124,5.84763,603.276,0,0,0,87,0,113,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4483,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,164902,164711,1,94,4352,1,1,0,1,4,4,0,4,16,0
202,1,1,1,0,0,1,1,1,0,607.574,6.93617,600.638,0,0,0,86,0,114,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4387,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,3,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,202757,202488,2,185,4117,2,1,1,2,4,4,0,4,17,0
204,1,1,1,0,1,1,1,1,0,643.905,5.60897,638.296,0,0,0,86,0,114,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4422,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,158849,158660,1,91,4303,2,1,1,2,4,4,1,2,21,1
205,1,1,1,0,1,1,1,1,0,570.166,7.92331,562.243,0,0,0,86,0,114,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4352,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,166378,166188,1,92,4144,3,2,1,3,4,4,0,4,21,0
206,1,1,1,0,1,1,1,1,0,556.387,5.59384,550.793,0,0,0,85,0,115,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4281,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,160356,160163,1,93,4111,1,1,0,1,4,4,0,4,22,0
207,1,1,1,0,0,1,1,1,0,572.268,5.76911,566.499,0,0,0,84,0,116,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4209,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,159183,158993,1,91,4115,2,0,2,2,4,4,1,2,28,1
208,1,1,1,0,1,1,1,1,0,558.837,5.3865,553.451,0,0,0,86,0,114,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4282,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,149569,149377,1,91,4198,1,0,1,1,4,4,0,4,29,0
209,1,1,1,0,1,1,1,1,0,558.889,5.23883,553.65,0,0,0,87,0,113,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4313,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,137590,137396,1,88,4150,1,1,0,1,4,4,0,4,32,0
210,1,1,1,0,0,1,1,1,0,569.315,5.34597,563.969,0,0,0,87,0,114,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4120,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,149617,149421,1,84,3835,4,3,1,4,4,4,0,4,33,0
211,1,1,1,0,1,1,1,1,0,574.962,5.30469,569.657,0,0,0,85,0,115,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4167,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,148329,148136,1,84,4069,3,0,3,3,4,4,0,4,33,0
212,1,1,1,0,1,1,1,1,0,584.674,5.65529,579.019,0,0,0,88,0,112,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4340,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,155007,154816,1,83,4195,4,1,3,4,4,4,1,2,32,1
213,1,1,1,0,1,1,1,1,0,587.165,6.93743,580.228,0,0,0,90,0,110,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4323,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,151310,151119,1,87,4196,4,0,4,4,4,4,0,4,30,0
214,1,1,1,0,1,1,1,1,0,506.291,5.26004,501.031,0,0,0,94,0,106,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4213,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,140031,139841,1,84,4012,4,2,2,4,3,3,1,2,30,1
215,1,1,1,0,1,1,1,1,0,557.834,5.281,552.553,0,0,0,94,0,106,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4142,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,136800,136614,1,80,3942,4,2,2,4,4,4,1,2,32,1
216,1,1,1,0,0,1,1,1,0,565.468,5.92138,559.547,0,0,0,94,0,106,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4081,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,3,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,164093,163823,2,159,3697,5,2,3,5,4,4,0,4,31,0
218,1,1,1,0,1,1,1,1,0,570.612,4.90184,565.71,0,0,0,95,0,105,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3935,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,123224,123039,1,79,3603,11,5,6,11,4,4,0,4,40,0
219,1,1,1,0,1,1,1,1,0,615.734,5.23668,610.498,0,0,0,97,0,103,341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4243,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,131152,130960,1,84,4139,3,0,3,3,4,4,3,6,33,1
220,1,1,1,0,1,1,1,1,0,565.015,5.24665,559.769,0,0,0,101,0,100,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4142,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,134383,134189,1,86,3988,3,1,2,3,4,4,0,4,32,0
221,1,1,1,0,1,1,1,1,0,566.459,5.24284,561.216,0,0,0,101,0,99,346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4114,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,131496,131301,1,85,3999,1,0,1,1,4,4,1,2,33,1
222,1,1,1,0,1,1,1,1,0,582.127,5.48225,576.645,0,0,0,102,0,98,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4073,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,123626,123434,1,80,3856,6,2,4,6,4,4,2,8,33,2
223,1,1,1,0,1,1,1,1,0,573.163,5.32229,567.84,0,0,0,104,0,96,351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4291,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,124766,124570,1,81,4040,3,2,1,3,4,4,0,4,30,0
224,1,1,1,0,0,1,1,1,0,608.31,5.1438,603.166,0,0,0,103,0,97,352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4181,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,128932,128736,1,79,4017,5,1,4,5,4,4,0,4,29,0
225,1,1,1,0,1,1,1,1,0,575.44,5.39754,570.042,0,0,0,106,0,94,356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4286,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,126077,125882,1,78,3894,6,4,2,6,4,4,0,4,27,0
226,1,1,1,0,1,1,1,1,0,597.392,4.78535,592.607,0,0,0,104,0,96,358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4414,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,118364,118173,1,79,4202,4,2,2,4,4,4,0,4,25,0
227,1,1,1,0,1,1,1,1,0,625.007,4.78451,620.223,0,0,0,104,0,96,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4258,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,116867,116676,1,76,3975,5,2,3,5,4,4,0,4,24,0
228,1,1,1,0,1,1,1,1,0,565.032,4.85556,560.176,0,0,0,105,0,95,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,112091,111904,1,75,3993,4,2,2,4,4,4,1,2,23,1
229,1,1,1,0,0,1,1,1,0,580.929,5.05538,575.874,0,0,0,105,0,95,365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4217,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,116236,116048,1,72,3972,7,3,4,7,4,4,0,4,24,0
